Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-large/final_model
  Step 16: reward=0.0313 loss=0.9024 kl=0.3153
  Step 17: reward=-0.0000 loss=2.1514 kl=0.6526
  Step 18: reward=0.0000 loss=3.0101 kl=-0.2491
  Step 19: reward=0.0000 loss=2.4213 kl=0.9613
  Step 20: reward=-0.0000 loss=0.8656 kl=0.3710
  Step 21: reward=0.0091 loss=0.9761 kl=0.1160
  Step 22: reward=-0.0000 loss=1.1206 kl=0.1807
  Step 23: reward=-0.0000 loss=1.6167 kl=0.9147
  Step 24: reward=-0.0000 loss=1.7122 kl=1.1967
  Step 25: reward=-0.0000 loss=2.2242 kl=1.5355
  Step 26: reward=-0.0000 loss=212429.2188 kl=-1.2274
  Step 27: reward=0.0211 loss=2.7642 kl=0.3262
  Step 28: reward=0.0003 loss=0.7426 kl=-0.2165
  Step 29: reward=0.0000 loss=1.7120 kl=0.3895
  Step 30: reward=-0.0000 loss=0.9452 kl=0.4232
  Step 31: reward=0.0000 loss=2.2910 kl=1.3616
  Step 32: reward=0.0000 loss=1.1049 kl=0.4675
  Step 33: reward=0.0237 loss=1.4175 kl=-0.0224
  Step 34: reward=0.0000 loss=1.6321 kl=0.7913
  Step 35: reward=0.0107 loss=1.9947 kl=0.5964
  Step 36: reward=-0.0000 loss=2.1771 kl=0.8647
  Step 37: reward=-0.0000 loss=1.2509 kl=0.5861
  Step 38: reward=0.0000 loss=0.9100 kl=0.3922
  Step 39: reward=0.0000 loss=1.0325 kl=0.5220
  Step 40: reward=-0.0000 loss=4.0511 kl=-0.4841
  Step 41: reward=-0.0000 loss=2.9360 kl=0.6508
  Step 42: reward=0.0000 loss=0.9031 kl=0.4411
  Step 43: reward=-0.0000 loss=21.6537 kl=0.0052
  Step 44: reward=-0.0000 loss=2.0875 kl=1.4930
  Step 45: reward=0.0000 loss=2.7336 kl=-0.0609
  Step 46: reward=0.0021 loss=1.5480 kl=0.8204
  Step 47: reward=0.0000 loss=0.7026 kl=0.0132
  Step 48: reward=0.0000 loss=1.0962 kl=0.6086
  Step 49: reward=0.0000 loss=1.4264 kl=0.5873
  Step 50: reward=0.0000 loss=0.7691 kl=0.0937
  Eval reward=0.6139 toxicity=0.0912
Epoch 10/10
  Step 01: reward=0.0000 loss=3.3261 kl=2.7666
  Step 02: reward=0.0000 loss=0.7837 kl=0.1500
  Step 03: reward=0.0252 loss=1.4780 kl=0.3825
  Step 04: reward=0.0000 loss=4.1100 kl=0.1953
  Step 05: reward=-0.0000 loss=2.2367 kl=1.4656
  Step 06: reward=-0.0000 loss=1.3576 kl=-0.4735
  Step 07: reward=-0.0000 loss=2.1389 kl=0.4470
  Step 08: reward=-0.0000 loss=4.9355 kl=0.1176
  Step 09: reward=-0.0000 loss=2.8018 kl=0.4628
  Step 10: reward=0.0000 loss=1.3053 kl=-0.0921
  Step 11: reward=0.0000 loss=1.3690 kl=0.3908
  Step 12: reward=0.0000 loss=2.0408 kl=0.4682
  Step 13: reward=-0.0000 loss=3.0581 kl=-0.3705
  Step 14: reward=-0.0000 loss=2.1383 kl=0.6914
  Step 15: reward=0.0000 loss=2.4850 kl=0.2137
  Step 16: reward=-0.0000 loss=1.3527 kl=0.7845
  Step 17: reward=0.0000 loss=113.2441 kl=-0.6501
  Step 18: reward=0.0000 loss=1.4632 kl=0.3443
  Step 19: reward=0.0025 loss=4.7631 kl=0.0143
  Step 20: reward=0.0000 loss=11.2699 kl=-0.4689
  Step 21: reward=0.0000 loss=0.8597 kl=0.2171
  Step 22: reward=0.0000 loss=1.2079 kl=-0.3128
  Step 23: reward=-0.0000 loss=2.0380 kl=0.6566
  Step 24: reward=0.0000 loss=1.8939 kl=0.5159
  Step 25: reward=-0.0000 loss=1.3590 kl=0.4157
  Step 26: reward=0.0000 loss=1.8395 kl=0.1408
  Step 27: reward=-0.0000 loss=1.5029 kl=-0.5400
  Step 28: reward=-0.0000 loss=0.9783 kl=-0.4111
  Step 29: reward=0.0000 loss=2.5004 kl=0.0067
  Step 30: reward=0.0000 loss=1.2989 kl=-0.0372
  Step 31: reward=-0.0000 loss=3.3355 kl=0.6035
  Step 32: reward=0.0000 loss=1.7039 kl=0.1666
  Step 33: reward=-0.0000 loss=2.0823 kl=0.3580
  Step 34: reward=0.0349 loss=1.0317 kl=-0.0678
  Step 35: reward=0.0000 loss=1.5275 kl=0.9466
  Step 36: reward=0.0000 loss=0.6495 kl=-0.2027
  Step 37: reward=-0.0000 loss=24.1033 kl=-0.4883
  Step 38: reward=-0.0000 loss=2.2676 kl=1.7407
  Step 39: reward=-0.0000 loss=5.0072 kl=1.6082
  Step 40: reward=0.0000 loss=3.3696 kl=2.7906
  Step 41: reward=-0.0000 loss=2.3709 kl=1.9677
  Step 42: reward=0.0000 loss=2.2881 kl=1.4465
  Step 43: reward=-0.0000 loss=2.6881 kl=1.9472
  Step 44: reward=0.0000 loss=2.8487 kl=2.2154
  Step 45: reward=0.0000 loss=1.5711 kl=1.0705
  Step 46: reward=-0.0000 loss=3.2095 kl=2.6696
  Step 47: reward=0.0116 loss=1.1485 kl=0.5732
  Step 48: reward=0.0000 loss=10.1555 kl=2.2357
  Step 49: reward=0.0000 loss=1.3426 kl=0.1426
  Step 50: reward=-0.0000 loss=0.5015 kl=0.0567
  Eval reward=0.6163 toxicity=0.0732
RLHF PPO policy saved to RL/full_run/bart-large/ppo_policy
RLHF model saved to RL/full_run/bart-large/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:04<04:06,  4.05s/it]Generating test predictions:   3%|▎         | 2/62 [00:06<03:06,  3.11s/it]Generating test predictions:   5%|▍         | 3/62 [00:08<02:44,  2.78s/it]Generating test predictions:   6%|▋         | 4/62 [00:11<02:38,  2.74s/it]Generating test predictions:   8%|▊         | 5/62 [00:13<02:18,  2.42s/it]Generating test predictions:  10%|▉         | 6/62 [00:15<02:13,  2.38s/it]Generating test predictions:  11%|█▏        | 7/62 [00:19<02:35,  2.83s/it]Generating test predictions:  13%|█▎        | 8/62 [00:22<02:31,  2.81s/it]Generating test predictions:  15%|█▍        | 9/62 [00:24<02:15,  2.57s/it]Generating test predictions:  16%|█▌        | 10/62 [00:26<02:05,  2.42s/it]Generating test predictions:  18%|█▊        | 11/62 [00:28<01:57,  2.30s/it]Generating test predictions:  19%|█▉        | 12/62 [00:30<01:51,  2.24s/it]Generating test predictions:  21%|██        | 13/62 [00:32<01:46,  2.17s/it]Generating test predictions:  23%|██▎       | 14/62 [00:34<01:41,  2.11s/it]Generating test predictions:  24%|██▍       | 15/62 [00:36<01:34,  2.02s/it]Generating test predictions:  26%|██▌       | 16/62 [00:38<01:34,  2.06s/it]Generating test predictions:  27%|██▋       | 17/62 [00:40<01:30,  2.00s/it]Generating test predictions:  29%|██▉       | 18/62 [00:42<01:26,  1.96s/it]Generating test predictions:  31%|███       | 19/62 [00:43<01:20,  1.88s/it]Generating test predictions:  32%|███▏      | 20/62 [00:45<01:19,  1.90s/it]Generating test predictions:  34%|███▍      | 21/62 [00:47<01:19,  1.95s/it]Generating test predictions:  35%|███▌      | 22/62 [00:49<01:18,  1.97s/it]Generating test predictions:  37%|███▋      | 23/62 [00:51<01:17,  1.98s/it]Generating test predictions:  39%|███▊      | 24/62 [00:53<01:16,  2.01s/it]Generating test predictions:  40%|████      | 25/62 [00:55<01:14,  2.00s/it]Generating test predictions:  42%|████▏     | 26/62 [00:57<01:10,  1.95s/it]Generating test predictions:  44%|████▎     | 27/62 [01:00<01:12,  2.07s/it]Generating test predictions:  45%|████▌     | 28/62 [01:02<01:13,  2.16s/it]Generating test predictions:  47%|████▋     | 29/62 [01:04<01:08,  2.09s/it]Generating test predictions:  48%|████▊     | 30/62 [01:06<01:06,  2.09s/it]Generating test predictions:  50%|█████     | 31/62 [01:08<01:04,  2.06s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:10<01:04,  2.16s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:13<01:04,  2.23s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:15<00:59,  2.12s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:17<01:01,  2.28s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:20<00:58,  2.27s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:22<00:54,  2.18s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:23<00:50,  2.09s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:25<00:45,  1.98s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:27<00:44,  2.02s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:29<00:41,  1.99s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:31<00:39,  1.97s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:33<00:39,  2.07s/it]Generating test predictions:  71%|███████   | 44/62 [01:35<00:37,  2.07s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:38<00:35,  2.09s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:40<00:33,  2.09s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:41<00:28,  1.91s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:44<00:28,  2.06s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:45<00:25,  1.99s/it]Generating test predictions:  81%|████████  | 50/62 [01:47<00:23,  1.93s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:49<00:21,  1.94s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:51<00:19,  1.99s/it]Generating test predictions:  85%|████████▌ | 53/62 [01:53<00:17,  1.95s/it]Generating test predictions:  87%|████████▋ | 54/62 [01:55<00:15,  1.98s/it]Generating test predictions:  89%|████████▊ | 55/62 [01:57<00:13,  1.90s/it]Generating test predictions:  90%|█████████ | 56/62 [01:59<00:11,  1.86s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:01<00:09,  1.86s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:02<00:07,  1.88s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:04<00:05,  1.88s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:06<00:03,  1.82s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:08<00:01,  1.91s/it]Generating test predictions: 100%|██████████| 62/62 [02:10<00:00,  1.98s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run/bart-large/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:31,  1.03s/it]Batches:   6%|▋         | 2/31 [00:01<00:14,  1.96it/s]Batches:  10%|▉         | 3/31 [00:01<00:09,  2.93it/s]Batches:  13%|█▎        | 4/31 [00:01<00:06,  3.86it/s]Batches:  16%|█▌        | 5/31 [00:01<00:05,  4.78it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  5.55it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  8.20it/s]Batches:  32%|███▏      | 10/31 [00:01<00:02,  9.35it/s]Batches:  39%|███▊      | 12/31 [00:02<00:01, 10.34it/s]Batches:  45%|████▌     | 14/31 [00:02<00:02,  8.45it/s]Batches:  48%|████▊     | 15/31 [00:02<00:02,  6.92it/s]Batches:  55%|█████▍    | 17/31 [00:02<00:01,  8.98it/s]Batches:  61%|██████▏   | 19/31 [00:02<00:01, 10.20it/s]Batches:  68%|██████▊   | 21/31 [00:03<00:00, 10.73it/s]Batches:  74%|███████▍  | 23/31 [00:03<00:00, 11.68it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 12.27it/s]Batches:  87%|████████▋ | 27/31 [00:03<00:00, 11.76it/s]Batches:  97%|█████████▋| 30/31 [00:03<00:00, 13.77it/s]Batches: 100%|██████████| 31/31 [00:03<00:00,  8.06it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 13.99it/s]Batches:  13%|█▎        | 4/31 [00:00<00:01, 14.45it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 15.12it/s]Batches:  26%|██▌       | 8/31 [00:00<00:02,  9.67it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 11.70it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 12.23it/s]Batches:  45%|████▌     | 14/31 [00:01<00:01, 13.92it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 16.10it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 17.81it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 17.86it/s]Batches:  81%|████████  | 25/31 [00:01<00:00, 17.68it/s]Batches:  90%|█████████ | 28/31 [00:01<00:00, 20.44it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 20.31it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 16.29it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  55.85
STA :  0.954
SIM :  0.844
FL  :  0.809
J   :  0.651
Metrics written to RL/full_run/bart-large/metrics.txt
