Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-base/final_model
  Step 15: reward=0.0018 loss=0.8026 kl=0.5245
  Step 16: reward=-0.0000 loss=0.4547 kl=0.1029
  Step 17: reward=0.0000 loss=1.0169 kl=0.3927
  Step 18: reward=-0.0000 loss=1.0638 kl=0.5404
  Step 19: reward=0.0000 loss=1.1330 kl=0.0706
  Step 20: reward=-0.0000 loss=1.4877 kl=0.0278
  Step 21: reward=-0.0029 loss=2.8890 kl=0.4577
  Step 22: reward=-0.0000 loss=0.7772 kl=0.3249
  Step 23: reward=-0.0000 loss=0.9247 kl=0.2103
  Step 24: reward=0.0000 loss=1.0068 kl=0.1504
  Step 25: reward=0.0000 loss=0.9936 kl=0.1617
  Step 26: reward=0.0000 loss=0.8703 kl=0.6134
  Step 27: reward=0.0000 loss=0.9081 kl=-0.3927
  Step 28: reward=0.0000 loss=0.9730 kl=0.4600
  Step 29: reward=0.0011 loss=1.2366 kl=0.0335
  Step 30: reward=0.0000 loss=0.7970 kl=-0.2254
  Step 31: reward=-0.0000 loss=0.8120 kl=0.3525
  Step 32: reward=0.0000 loss=0.9981 kl=0.6313
  Step 33: reward=-0.0000 loss=3.1033 kl=-0.0688
  Step 34: reward=-0.0020 loss=0.9470 kl=0.5835
  Step 35: reward=0.0000 loss=0.8934 kl=0.2373
  Step 36: reward=0.0034 loss=0.5839 kl=0.0051
  Step 37: reward=0.0000 loss=2.1537 kl=-0.2229
  Step 38: reward=0.0000 loss=1.4369 kl=-0.1990
  Step 39: reward=0.0000 loss=0.9714 kl=0.7651
  Step 40: reward=0.0000 loss=0.9333 kl=0.2153
  Step 41: reward=0.0000 loss=0.8553 kl=0.2307
  Step 42: reward=0.0000 loss=0.5802 kl=0.1745
  Step 43: reward=-0.0000 loss=1.0503 kl=0.6757
  Step 44: reward=0.0000 loss=1.3450 kl=-0.2849
  Step 45: reward=0.0000 loss=48.3101 kl=-0.2863
  Step 46: reward=0.0000 loss=3.2954 kl=-0.4274
  Step 47: reward=-0.0000 loss=1.7355 kl=0.2784
  Step 48: reward=-0.0000 loss=1.7263 kl=1.3398
  Step 49: reward=-0.0000 loss=1.6739 kl=0.2919
  Step 50: reward=-0.0000 loss=1.8164 kl=0.0137
  Eval reward=0.6120 toxicity=0.1056
Epoch 10/10
  Step 01: reward=0.0000 loss=0.6534 kl=0.0149
  Step 02: reward=0.0000 loss=1.2276 kl=0.6385
  Step 03: reward=0.0000 loss=0.7448 kl=0.2151
  Step 04: reward=-0.0000 loss=1.0006 kl=0.4260
  Step 05: reward=-0.0000 loss=0.7117 kl=-0.0286
  Step 06: reward=0.0000 loss=1.6932 kl=1.0185
  Step 07: reward=-0.0000 loss=2.2403 kl=-0.6249
  Step 08: reward=-0.0000 loss=2.6791 kl=0.2244
  Step 09: reward=-0.0017 loss=8.2267 kl=0.2674
  Step 10: reward=-0.0000 loss=0.5999 kl=-0.0812
  Step 11: reward=0.0000 loss=1.0893 kl=0.4441
  Step 12: reward=-0.0000 loss=1.1634 kl=0.5136
  Step 13: reward=-0.0000 loss=0.9797 kl=0.1373
  Step 14: reward=0.0000 loss=0.7606 kl=0.5823
  Step 15: reward=-0.0000 loss=2.9635 kl=0.0465
  Step 16: reward=0.0000 loss=3.0624 kl=0.4653
  Step 17: reward=0.0000 loss=1.2767 kl=0.9435
  Step 18: reward=0.0000 loss=0.7989 kl=-0.0772
  Step 19: reward=0.0000 loss=3.1180 kl=-0.3745
  Step 20: reward=0.0000 loss=0.5460 kl=0.1124
  Step 21: reward=-0.0000 loss=1.0779 kl=-0.2895
  Step 22: reward=-0.0000 loss=0.8434 kl=0.1382
  Step 23: reward=-0.0000 loss=1.0787 kl=0.5529
  Step 24: reward=0.0000 loss=0.8226 kl=0.2500
  Step 25: reward=0.0000 loss=2.0097 kl=0.2379
  Step 26: reward=-0.0000 loss=0.7791 kl=0.4208
  Step 27: reward=0.0000 loss=1.2733 kl=0.4601
  Step 28: reward=-0.0000 loss=1.1664 kl=0.5422
  Step 29: reward=0.0000 loss=1.1671 kl=0.5517
  Step 30: reward=0.0000 loss=1.4310 kl=0.1284
  Step 31: reward=0.0045 loss=3.3022 kl=-0.4488
  Step 32: reward=-0.0000 loss=0.6086 kl=0.1607
  Step 33: reward=0.0000 loss=0.9346 kl=-0.0774
  Step 34: reward=0.0000 loss=1.0974 kl=0.4671
  Step 35: reward=0.0000 loss=1.5024 kl=0.2647
  Step 36: reward=0.0116 loss=1.2948 kl=-0.2567
  Step 37: reward=-0.0000 loss=1.9151 kl=-0.3247
  Step 38: reward=0.0000 loss=0.5290 kl=0.2506
  Step 39: reward=0.0000 loss=0.9980 kl=0.6443
  Step 40: reward=0.0000 loss=0.9339 kl=0.6911
  Step 41: reward=0.0000 loss=1.3071 kl=0.5047
  Step 42: reward=-0.0000 loss=0.9488 kl=0.0413
  Step 43: reward=-0.0000 loss=0.7294 kl=0.1154
  Step 44: reward=-0.0000 loss=0.7740 kl=-0.1845
  Step 45: reward=0.0000 loss=1.1641 kl=0.2507
  Step 46: reward=0.0000 loss=1.0345 kl=0.6010
  Step 47: reward=-0.0000 loss=1.3748 kl=-0.0313
  Step 48: reward=-0.0000 loss=1.2373 kl=-0.0141
  Step 49: reward=0.0000 loss=0.7992 kl=-0.2120
  Step 50: reward=-0.0000 loss=1.4389 kl=0.7930
  Eval reward=0.6106 toxicity=0.1089
RLHF PPO policy saved to RL/full_run/bart-base/ppo_policy
RLHF model saved to RL/full_run/bart-base/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:02<02:51,  2.81s/it]Generating test predictions:   3%|▎         | 2/62 [00:05<02:27,  2.46s/it]Generating test predictions:   5%|▍         | 3/62 [00:07<02:23,  2.43s/it]Generating test predictions:   6%|▋         | 4/62 [00:09<02:22,  2.46s/it]Generating test predictions:   8%|▊         | 5/62 [00:11<02:04,  2.19s/it]Generating test predictions:  10%|▉         | 6/62 [00:13<01:56,  2.08s/it]Generating test predictions:  11%|█▏        | 7/62 [00:15<01:51,  2.02s/it]Generating test predictions:  13%|█▎        | 8/62 [00:17<01:52,  2.08s/it]Generating test predictions:  15%|█▍        | 9/62 [00:19<01:45,  1.99s/it]Generating test predictions:  16%|█▌        | 10/62 [00:21<01:52,  2.16s/it]Generating test predictions:  18%|█▊        | 11/62 [00:23<01:44,  2.04s/it]Generating test predictions:  19%|█▉        | 12/62 [00:25<01:44,  2.09s/it]Generating test predictions:  21%|██        | 13/62 [00:27<01:36,  1.97s/it]Generating test predictions:  23%|██▎       | 14/62 [00:29<01:34,  1.97s/it]Generating test predictions:  24%|██▍       | 15/62 [00:31<01:26,  1.85s/it]Generating test predictions:  26%|██▌       | 16/62 [00:32<01:25,  1.85s/it]Generating test predictions:  27%|██▋       | 17/62 [00:34<01:20,  1.79s/it]Generating test predictions:  29%|██▉       | 18/62 [00:36<01:17,  1.77s/it]Generating test predictions:  31%|███       | 19/62 [00:37<01:13,  1.70s/it]Generating test predictions:  32%|███▏      | 20/62 [00:39<01:13,  1.76s/it]Generating test predictions:  34%|███▍      | 21/62 [00:41<01:10,  1.72s/it]Generating test predictions:  35%|███▌      | 22/62 [00:43<01:08,  1.71s/it]Generating test predictions:  37%|███▋      | 23/62 [00:44<01:08,  1.76s/it]Generating test predictions:  39%|███▊      | 24/62 [00:46<01:06,  1.75s/it]Generating test predictions:  40%|████      | 25/62 [00:48<01:03,  1.73s/it]Generating test predictions:  42%|████▏     | 26/62 [00:49<01:00,  1.68s/it]Generating test predictions:  44%|████▎     | 27/62 [00:51<00:59,  1.70s/it]Generating test predictions:  45%|████▌     | 28/62 [00:53<00:58,  1.73s/it]Generating test predictions:  47%|████▋     | 29/62 [00:55<00:55,  1.68s/it]Generating test predictions:  48%|████▊     | 30/62 [00:57<00:56,  1.76s/it]Generating test predictions:  50%|█████     | 31/62 [00:58<00:52,  1.69s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:00<00:50,  1.70s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:01<00:49,  1.71s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:03<00:46,  1.67s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:05<00:49,  1.82s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:07<00:48,  1.88s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:09<00:48,  1.96s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:11<00:45,  1.91s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:13<00:41,  1.82s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:15<00:42,  1.95s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:17<00:39,  1.86s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:18<00:36,  1.82s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:20<00:34,  1.80s/it]Generating test predictions:  71%|███████   | 44/62 [01:22<00:32,  1.81s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:24<00:30,  1.80s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:26<00:28,  1.81s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:27<00:24,  1.64s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:29<00:26,  1.86s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:31<00:24,  1.87s/it]Generating test predictions:  81%|████████  | 50/62 [01:33<00:21,  1.79s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:34<00:19,  1.78s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:36<00:17,  1.73s/it]Generating test predictions:  85%|████████▌ | 53/62 [01:38<00:15,  1.69s/it]Generating test predictions:  87%|████████▋ | 54/62 [01:40<00:13,  1.75s/it]Generating test predictions:  89%|████████▊ | 55/62 [01:41<00:11,  1.67s/it]Generating test predictions:  90%|█████████ | 56/62 [01:43<00:09,  1.66s/it]Generating test predictions:  92%|█████████▏| 57/62 [01:44<00:08,  1.68s/it]Generating test predictions:  94%|█████████▎| 58/62 [01:46<00:06,  1.70s/it]Generating test predictions:  95%|█████████▌| 59/62 [01:48<00:05,  1.67s/it]Generating test predictions:  97%|█████████▋| 60/62 [01:49<00:03,  1.62s/it]Generating test predictions:  98%|█████████▊| 61/62 [01:51<00:01,  1.63s/it]Generating test predictions: 100%|██████████| 62/62 [01:53<00:00,  1.64s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run/bart-base/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:22,  1.35it/s]Batches:   6%|▋         | 2/31 [00:00<00:11,  2.60it/s]Batches:  10%|▉         | 3/31 [00:00<00:07,  3.88it/s]Batches:  13%|█▎        | 4/31 [00:01<00:05,  4.71it/s]Batches:  16%|█▌        | 5/31 [00:01<00:04,  5.74it/s]Batches:  23%|██▎       | 7/31 [00:01<00:03,  7.91it/s]Batches:  29%|██▉       | 9/31 [00:01<00:02,  9.38it/s]Batches:  35%|███▌      | 11/31 [00:01<00:01, 11.29it/s]Batches:  42%|████▏     | 13/31 [00:01<00:01, 11.95it/s]Batches:  48%|████▊     | 15/31 [00:01<00:01, 11.82it/s]Batches:  55%|█████▍    | 17/31 [00:02<00:01, 13.49it/s]Batches:  61%|██████▏   | 19/31 [00:02<00:00, 13.95it/s]Batches:  68%|██████▊   | 21/31 [00:02<00:00, 14.45it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 15.00it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 15.61it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 16.06it/s]Batches:  97%|█████████▋| 30/31 [00:02<00:00, 17.27it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 10.61it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 13.66it/s]Batches:  13%|█▎        | 4/31 [00:00<00:02, 13.05it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 13.57it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 14.71it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 14.34it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 15.73it/s]Batches:  45%|████▌     | 14/31 [00:00<00:01, 16.63it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 18.04it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 19.49it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 20.48it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 20.35it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 20.58it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 18.05it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  57.85
STA :  0.927
SIM :  0.881
FL  :  0.732
J   :  0.598
Metrics written to RL/full_run/bart-base/metrics.txt
