Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/blenderbot/final_model
  Step 06: reward=0.0000 loss=2.7019 kl=2.0586
  Step 07: reward=-0.0000 loss=3.0130 kl=2.5522
  Step 08: reward=0.0259 loss=0.9030 kl=0.4490
  Step 09: reward=-0.0067 loss=17.7850 kl=0.6952
  Step 10: reward=-0.0282 loss=1.5076 kl=0.3286
  Step 11: reward=-0.0031 loss=1.7726 kl=0.9817
  Step 12: reward=0.0000 loss=1.6872 kl=1.2023
  Step 13: reward=-0.0118 loss=1.1500 kl=0.4032
  Step 14: reward=0.0000 loss=63.7529 kl=-0.6418
  Step 15: reward=0.0000 loss=15.0501 kl=-0.2354
  Step 16: reward=-0.0047 loss=0.8466 kl=0.4349
  Step 17: reward=-0.0136 loss=0.6468 kl=-0.0945
  Step 18: reward=-0.0031 loss=1.2073 kl=0.3547
  Step 19: reward=-0.0000 loss=0.7279 kl=0.3179
  Step 20: reward=-0.0125 loss=91.4274 kl=-1.1164
  Step 21: reward=-0.0102 loss=1.2158 kl=0.4137
  Step 22: reward=-0.0000 loss=0.5217 kl=0.2827
  Step 23: reward=-0.0219 loss=1.6744 kl=-0.3910
  Step 24: reward=-0.0067 loss=11.4898 kl=-1.1511
  Step 25: reward=-0.0278 loss=10282335874821652480.0000 kl=-4.5394
  Step 26: reward=-0.0032 loss=1.1216 kl=-0.6080
  Step 27: reward=-0.0000 loss=2.4929 kl=-1.7104
  Step 28: reward=0.0000 loss=2.5841 kl=-1.5113
  Step 29: reward=0.0000 loss=21749.5020 kl=-0.9258
  Step 30: reward=-0.0045 loss=1401.9626 kl=-2.3950
  Step 31: reward=0.0000 loss=2.4035 kl=0.0244
  Step 32: reward=-0.0036 loss=1.4404 kl=0.8707
  Step 33: reward=-0.0266 loss=4.7125 kl=-0.7806
  Step 34: reward=0.0000 loss=4.5878 kl=-0.2604
  Step 35: reward=-0.0201 loss=0.9116 kl=0.6760
  Step 36: reward=-0.0000 loss=1.6334 kl=0.9639
  Step 37: reward=0.0025 loss=0.8024 kl=0.3796
  Step 38: reward=-0.0000 loss=6353.9043 kl=0.2915
  Step 39: reward=-0.0033 loss=450851.1250 kl=-1.3532
  Step 40: reward=-0.0026 loss=2.2993 kl=1.0286
  Step 41: reward=-0.0000 loss=7290.3613 kl=2.3607
  Step 42: reward=-0.0029 loss=3.9655 kl=0.4996
  Step 43: reward=0.0000 loss=32.2172 kl=-0.3593
  Step 44: reward=-0.0000 loss=1.8103 kl=0.8430
  Step 45: reward=-0.0038 loss=0.9174 kl=0.3100
  Step 46: reward=0.0000 loss=0.3064 kl=-0.0414
  Step 47: reward=0.0000 loss=1.5662 kl=1.0050
  Step 48: reward=0.0000 loss=1.2211 kl=-0.4186
  Step 49: reward=-0.0011 loss=1.5880 kl=1.0225
  Step 50: reward=0.0000 loss=5.5759 kl=1.2234
  Eval reward=0.5840 toxicity=0.0700
Epoch 10/10
  Step 01: reward=0.0000 loss=1.5311 kl=1.0196
  Step 02: reward=-0.0000 loss=4.6496 kl=-0.1369
  Step 03: reward=-0.0170 loss=1.7368 kl=1.0208
  Step 04: reward=0.0000 loss=1.4124 kl=-0.0914
  Step 05: reward=0.0000 loss=1.1253 kl=0.2533
  Step 06: reward=-0.0000 loss=9.2258 kl=0.9240
  Step 07: reward=-0.0200 loss=1.4726 kl=0.6608
  Step 08: reward=0.0532 loss=2.9630 kl=0.1559
  Step 09: reward=-0.0000 loss=33.0899 kl=0.7993
  Step 10: reward=-0.0145 loss=31.0747 kl=-1.2141
  Step 11: reward=0.0000 loss=1.2585 kl=-0.5562
  Step 12: reward=-0.0000 loss=4.0406 kl=0.9453
  Step 13: reward=-0.0198 loss=0.8355 kl=-0.2116
  Step 14: reward=-0.0129 loss=10.6600 kl=0.4700
  Step 15: reward=-0.0289 loss=8.0057 kl=2.2866
  Step 16: reward=0.0000 loss=1.1810 kl=0.5893
  Step 17: reward=0.0000 loss=2.4442 kl=1.6262
  Step 18: reward=-0.0000 loss=5.9184 kl=4.8062
  Step 19: reward=-0.0138 loss=2.2160 kl=0.6144
  Step 20: reward=0.0119 loss=1.1665 kl=0.6997
  Step 21: reward=0.0000 loss=1.0523 kl=0.5419
  Step 22: reward=-0.0174 loss=584665.8125 kl=-0.2771
  Step 23: reward=-0.0232 loss=45.3388 kl=-0.2921
  Step 24: reward=-0.0036 loss=3398421248.0000 kl=-1.1966
  Step 25: reward=-0.0027 loss=0.6855 kl=-0.1534
  Step 26: reward=0.0000 loss=1.9303 kl=0.4919
  Step 27: reward=-0.0040 loss=4.5817 kl=3.8156
  Step 28: reward=0.0000 loss=2.6442 kl=1.3017
  Step 29: reward=-0.0133 loss=4.1452 kl=3.0631
  Step 30: reward=-0.0000 loss=1.4219 kl=0.5053
  Step 31: reward=-0.0088 loss=0.9027 kl=0.4531
  Step 32: reward=-0.0000 loss=1.4090 kl=0.4453
  Step 33: reward=-0.0017 loss=2.1940 kl=-0.5222
  Step 34: reward=-0.0103 loss=1.3105 kl=-0.0252
  Step 35: reward=-0.0000 loss=1.4082 kl=0.4931
  Step 36: reward=-0.0019 loss=43.8231 kl=-0.7465
  Step 37: reward=-0.0220 loss=1.7780 kl=-0.4746
  Step 38: reward=-0.0238 loss=0.7760 kl=-0.2353
  Step 39: reward=-0.0000 loss=1.3897 kl=0.5870
  Step 40: reward=-0.0045 loss=7.5667 kl=-0.8669
  Step 41: reward=-0.0000 loss=1.7569 kl=-0.0959
  Step 42: reward=-0.0142 loss=3.5871 kl=2.4148
  Step 43: reward=-0.0136 loss=4.6371 kl=3.5687
  Step 44: reward=-0.0130 loss=12.0059 kl=2.4892
  Step 45: reward=0.0000 loss=2.1703 kl=1.3443
  Step 46: reward=0.0000 loss=1.5417 kl=0.7438
  Step 47: reward=-0.0000 loss=1.6302 kl=0.9410
  Step 48: reward=0.0000 loss=0.6348 kl=-0.2618
  Step 49: reward=0.0000 loss=1.1370 kl=0.4983
  Step 50: reward=-0.0031 loss=4.2746 kl=-0.1737
  Eval reward=0.5803 toxicity=0.0741
RLHF PPO policy saved to RL/full_run/blenderbot/ppo_policy
RLHF model saved to RL/full_run/blenderbot/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:05<05:11,  5.11s/it]Generating test predictions:   3%|▎         | 2/62 [00:08<03:50,  3.84s/it]Generating test predictions:   5%|▍         | 3/62 [00:18<06:47,  6.90s/it]Generating test predictions:   6%|▋         | 4/62 [00:22<05:23,  5.57s/it]Generating test predictions:   8%|▊         | 5/62 [00:26<04:45,  5.02s/it]Generating test predictions:  10%|▉         | 6/62 [00:29<04:14,  4.55s/it]Generating test predictions:  11%|█▏        | 7/62 [00:33<03:47,  4.14s/it]Generating test predictions:  13%|█▎        | 8/62 [00:36<03:32,  3.94s/it]Generating test predictions:  15%|█▍        | 9/62 [00:39<03:12,  3.64s/it]Generating test predictions:  16%|█▌        | 10/62 [00:44<03:29,  4.03s/it]Generating test predictions:  18%|█▊        | 11/62 [00:48<03:22,  3.97s/it]Generating test predictions:  19%|█▉        | 12/62 [00:51<03:03,  3.66s/it]Generating test predictions:  21%|██        | 13/62 [00:55<03:07,  3.82s/it]Generating test predictions:  23%|██▎       | 14/62 [00:59<03:08,  3.94s/it]Generating test predictions:  24%|██▍       | 15/62 [01:03<03:09,  4.02s/it]Generating test predictions:  26%|██▌       | 16/62 [01:07<02:56,  3.84s/it]Generating test predictions:  27%|██▋       | 17/62 [01:10<02:43,  3.63s/it]Generating test predictions:  29%|██▉       | 18/62 [01:13<02:33,  3.50s/it]Generating test predictions:  31%|███       | 19/62 [01:16<02:27,  3.43s/it]Generating test predictions:  32%|███▏      | 20/62 [01:19<02:16,  3.24s/it]Generating test predictions:  34%|███▍      | 21/62 [01:22<02:10,  3.19s/it]Generating test predictions:  35%|███▌      | 22/62 [01:26<02:12,  3.31s/it]Generating test predictions:  37%|███▋      | 23/62 [01:34<03:06,  4.78s/it]Generating test predictions:  39%|███▊      | 24/62 [01:37<02:42,  4.26s/it]Generating test predictions:  40%|████      | 25/62 [01:40<02:21,  3.83s/it]Generating test predictions:  42%|████▏     | 26/62 [01:43<02:06,  3.52s/it]Generating test predictions:  44%|████▎     | 27/62 [01:46<02:05,  3.59s/it]Generating test predictions:  45%|████▌     | 28/62 [01:50<02:04,  3.66s/it]Generating test predictions:  47%|████▋     | 29/62 [01:53<01:53,  3.42s/it]Generating test predictions:  48%|████▊     | 30/62 [01:56<01:43,  3.22s/it]Generating test predictions:  50%|█████     | 31/62 [01:59<01:40,  3.23s/it]Generating test predictions:  52%|█████▏    | 32/62 [02:02<01:37,  3.24s/it]Generating test predictions:  53%|█████▎    | 33/62 [02:06<01:32,  3.19s/it]Generating test predictions:  55%|█████▍    | 34/62 [02:08<01:26,  3.10s/it]Generating test predictions:  56%|█████▋    | 35/62 [02:12<01:30,  3.37s/it]Generating test predictions:  58%|█████▊    | 36/62 [02:16<01:26,  3.32s/it]Generating test predictions:  60%|█████▉    | 37/62 [02:18<01:19,  3.17s/it]Generating test predictions:  61%|██████▏   | 38/62 [02:22<01:16,  3.17s/it]Generating test predictions:  63%|██████▎   | 39/62 [02:27<01:27,  3.80s/it]Generating test predictions:  65%|██████▍   | 40/62 [02:30<01:21,  3.72s/it]Generating test predictions:  66%|██████▌   | 41/62 [02:34<01:15,  3.59s/it]Generating test predictions:  68%|██████▊   | 42/62 [02:37<01:10,  3.51s/it]Generating test predictions:  69%|██████▉   | 43/62 [02:40<01:04,  3.37s/it]Generating test predictions:  71%|███████   | 44/62 [02:43<00:58,  3.26s/it]Generating test predictions:  73%|███████▎  | 45/62 [02:46<00:53,  3.15s/it]Generating test predictions:  74%|███████▍  | 46/62 [02:49<00:51,  3.19s/it]Generating test predictions:  76%|███████▌  | 47/62 [02:52<00:47,  3.14s/it]Generating test predictions:  77%|███████▋  | 48/62 [02:55<00:43,  3.12s/it]Generating test predictions:  79%|███████▉  | 49/62 [02:59<00:44,  3.41s/it]Generating test predictions:  81%|████████  | 50/62 [03:03<00:40,  3.34s/it]Generating test predictions:  82%|████████▏ | 51/62 [03:07<00:41,  3.79s/it]Generating test predictions:  84%|████████▍ | 52/62 [03:11<00:36,  3.68s/it]Generating test predictions:  85%|████████▌ | 53/62 [03:14<00:31,  3.51s/it]Generating test predictions:  87%|████████▋ | 54/62 [03:17<00:27,  3.38s/it]Generating test predictions:  89%|████████▊ | 55/62 [03:24<00:30,  4.39s/it]Generating test predictions:  90%|█████████ | 56/62 [03:27<00:24,  4.06s/it]Generating test predictions:  92%|█████████▏| 57/62 [03:31<00:19,  3.95s/it]Generating test predictions:  94%|█████████▎| 58/62 [03:34<00:14,  3.63s/it]Generating test predictions:  95%|█████████▌| 59/62 [03:36<00:10,  3.37s/it]Generating test predictions:  97%|█████████▋| 60/62 [03:39<00:06,  3.27s/it]Generating test predictions:  98%|█████████▊| 61/62 [03:43<00:03,  3.23s/it]Generating test predictions: 100%|██████████| 62/62 [03:46<00:00,  3.21s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Saved predictions to RL/full_run/blenderbot/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:38,  1.27s/it]Batches:   6%|▋         | 2/31 [00:01<00:17,  1.66it/s]Batches:  10%|▉         | 3/31 [00:01<00:10,  2.67it/s]Batches:  13%|█▎        | 4/31 [00:01<00:07,  3.62it/s]Batches:  16%|█▌        | 5/31 [00:01<00:05,  4.54it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  5.52it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  8.19it/s]Batches:  32%|███▏      | 10/31 [00:02<00:02,  7.80it/s]Batches:  39%|███▊      | 12/31 [00:02<00:02,  6.89it/s]Batches:  45%|████▌     | 14/31 [00:02<00:02,  7.65it/s]Batches:  48%|████▊     | 15/31 [00:03<00:03,  4.92it/s]Batches:  55%|█████▍    | 17/31 [00:03<00:02,  6.62it/s]Batches:  58%|█████▊    | 18/31 [00:03<00:01,  7.09it/s]Batches:  65%|██████▍   | 20/31 [00:04<00:03,  3.48it/s]Batches:  74%|███████▍  | 23/31 [00:04<00:01,  4.82it/s]Batches:  77%|███████▋  | 24/31 [00:05<00:01,  5.29it/s]Batches:  84%|████████▍ | 26/31 [00:05<00:00,  6.82it/s]Batches:  94%|█████████▎| 29/31 [00:05<00:00,  9.72it/s]Batches: 100%|██████████| 31/31 [00:05<00:00, 10.75it/s]Batches: 100%|██████████| 31/31 [00:05<00:00,  5.73it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:13,  2.20it/s]Batches:   6%|▋         | 2/31 [00:00<00:09,  2.98it/s]Batches:  13%|█▎        | 4/31 [00:00<00:04,  5.55it/s]Batches:  16%|█▌        | 5/31 [00:00<00:04,  6.23it/s]Batches:  23%|██▎       | 7/31 [00:01<00:03,  7.88it/s]Batches:  29%|██▉       | 9/31 [00:01<00:02,  9.40it/s]Batches:  35%|███▌      | 11/31 [00:01<00:01, 10.31it/s]Batches:  42%|████▏     | 13/31 [00:01<00:01, 11.22it/s]Batches:  48%|████▊     | 15/31 [00:01<00:01, 11.16it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:01, 11.98it/s]Batches:  61%|██████▏   | 19/31 [00:02<00:00, 12.54it/s]Batches:  68%|██████▊   | 21/31 [00:02<00:00, 12.72it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 13.21it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 13.59it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 13.55it/s]Batches:  94%|█████████▎| 29/31 [00:02<00:00, 13.76it/s]Batches: 100%|██████████| 31/31 [00:03<00:00, 10.79it/s]Batches: 100%|██████████| 31/31 [00:03<00:00, 10.01it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:   8.83
STA :  0.955
SIM :  0.710
FL  :  0.724
J   :  0.491
Metrics written to RL/full_run/blenderbot/metrics.txt
