Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/t5-small/final_model
  Step 17: reward=-0.0000 loss=1.6079 kl=0.8484
  Step 18: reward=0.0000 loss=1.6323 kl=1.0190
  Step 19: reward=-0.0000 loss=1.5291 kl=0.9109
  Step 20: reward=0.0000 loss=2.4246 kl=1.2051
  Step 21: reward=0.0000 loss=1.7659 kl=0.3901
  Step 22: reward=0.0000 loss=0.9677 kl=0.3678
  Step 23: reward=-0.0000 loss=1.4256 kl=0.6649
  Step 24: reward=0.0000 loss=1.8231 kl=1.1326
  Step 25: reward=0.0025 loss=1.3573 kl=0.8975
  Step 26: reward=-0.0000 loss=46.1549 kl=-0.2262
  Step 27: reward=-0.0000 loss=1.4259 kl=0.7452
  Step 28: reward=-0.0000 loss=1.1873 kl=0.4391
  Step 29: reward=0.0000 loss=1.7992 kl=1.0726
  Step 30: reward=-0.0000 loss=1.6354 kl=1.1264
  Step 31: reward=-0.0000 loss=3.9113 kl=0.3911
  Step 32: reward=-0.0000 loss=1.6358 kl=0.9868
  Step 33: reward=-0.0000 loss=3.2128 kl=0.7049
  Step 34: reward=-0.0000 loss=1.0413 kl=0.5193
  Step 35: reward=-0.0000 loss=2.7357 kl=0.6214
  Step 36: reward=0.0000 loss=1.6231 kl=0.8932
  Step 37: reward=0.0000 loss=1.0874 kl=0.5416
  Step 38: reward=-0.0000 loss=3.8268 kl=1.6647
  Step 39: reward=0.0000 loss=1.9231 kl=1.0497
  Step 40: reward=-0.0000 loss=1.7144 kl=0.3780
  Step 41: reward=-0.0000 loss=1.1338 kl=0.6544
  Step 42: reward=-0.0000 loss=9.0664 kl=-0.1768
  Step 43: reward=0.0000 loss=1.1219 kl=0.5281
  Step 44: reward=0.0000 loss=1.5262 kl=0.3149
  Step 45: reward=-0.0000 loss=1.6150 kl=0.0352
  Step 46: reward=0.0126 loss=1.0046 kl=0.4315
  Step 47: reward=-0.0000 loss=2.4142 kl=1.6670
  Step 48: reward=0.0000 loss=460.7182 kl=0.0085
  Step 49: reward=-0.0000 loss=4.2037 kl=0.3910
  Step 50: reward=-0.0000 loss=2.1070 kl=0.7911
  Eval reward=0.6107 toxicity=0.1501
Epoch 10/10
  Step 01: reward=0.0000 loss=1.1041 kl=0.6632
  Step 02: reward=0.0000 loss=2.5510 kl=0.6977
  Step 03: reward=0.0000 loss=1.5564 kl=0.7199
  Step 04: reward=0.0000 loss=7.2477 kl=0.0746
  Step 05: reward=-0.0000 loss=2.0447 kl=0.9071
  Step 06: reward=0.0000 loss=2.6715 kl=1.3536
  Step 07: reward=0.0000 loss=1.2637 kl=0.4988
  Step 08: reward=-0.0000 loss=1.2358 kl=-0.1409
  Step 09: reward=0.0000 loss=1.7059 kl=0.9698
  Step 10: reward=-0.0000 loss=1.2099 kl=0.4874
  Step 11: reward=-0.0000 loss=2.0234 kl=1.1831
  Step 12: reward=-0.0000 loss=0.9673 kl=-0.2318
  Step 13: reward=-0.0000 loss=3.2959 kl=0.4855
  Step 14: reward=-0.0000 loss=1.1222 kl=0.4002
  Step 15: reward=0.0000 loss=0.8581 kl=-0.1181
  Step 16: reward=-0.0000 loss=28.8093 kl=0.1666
  Step 17: reward=-0.0000 loss=1.8658 kl=1.2655
  Step 18: reward=-0.0000 loss=2.5165 kl=0.8599
  Step 19: reward=0.0000 loss=2.8831 kl=0.2912
  Step 20: reward=-0.0000 loss=2.5524 kl=2.1032
  Step 21: reward=0.0000 loss=0.8110 kl=0.0454
  Step 22: reward=0.0000 loss=18.8148 kl=1.1369
  Step 23: reward=-0.0000 loss=1.6914 kl=1.2431
  Step 24: reward=0.0000 loss=1.6933 kl=0.7799
  Step 25: reward=-0.0000 loss=1.1148 kl=0.2645
  Step 26: reward=-0.0000 loss=61.7066 kl=0.7113
  Step 27: reward=0.0000 loss=1.7471 kl=-0.0169
  Step 28: reward=0.0069 loss=1.1744 kl=0.8705
  Step 29: reward=-0.0000 loss=1.8037 kl=0.7219
  Step 30: reward=0.0000 loss=1.0944 kl=0.4867
  Step 31: reward=-0.0000 loss=1.1710 kl=0.8099
  Step 32: reward=0.0000 loss=1.5429 kl=0.9816
  Step 33: reward=0.0000 loss=2.0579 kl=1.4386
  Step 34: reward=0.0000 loss=1.5619 kl=0.9526
  Step 35: reward=0.0000 loss=2.7106 kl=1.7599
  Step 36: reward=0.0000 loss=1.3339 kl=0.3091
  Step 37: reward=0.0000 loss=2.2060 kl=0.7747
  Step 38: reward=-0.0000 loss=1.8712 kl=0.8821
  Step 39: reward=0.0000 loss=5.2733 kl=-0.0453
  Step 40: reward=0.0000 loss=1.9471 kl=0.2207
  Step 41: reward=0.0000 loss=583.3284 kl=0.1058
  Step 42: reward=0.0000 loss=1.4672 kl=0.4229
  Step 43: reward=-0.0000 loss=1.9708 kl=0.4986
  Step 44: reward=-0.0000 loss=1.2046 kl=0.5603
  Step 45: reward=-0.0000 loss=1.9997 kl=1.0125
  Step 46: reward=-0.0000 loss=1.9386 kl=0.5098
  Step 47: reward=0.0000 loss=3.0967 kl=2.1860
  Step 48: reward=-0.0000 loss=1.0864 kl=0.3975
  Step 49: reward=0.0000 loss=1.7169 kl=1.2520
  Step 50: reward=0.0000 loss=1.2263 kl=0.5648
  Eval reward=0.6045 toxicity=0.1664
RLHF PPO policy saved to RL/full_run/t5-small/ppo_policy
RLHF model saved to RL/full_run/t5-small/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:03<03:32,  3.48s/it]Generating test predictions:   3%|▎         | 2/62 [00:06<03:26,  3.45s/it]Generating test predictions:   5%|▍         | 3/62 [00:10<03:22,  3.43s/it]Generating test predictions:   6%|▋         | 4/62 [00:13<03:07,  3.23s/it]Generating test predictions:   8%|▊         | 5/62 [00:15<02:44,  2.88s/it]Generating test predictions:  10%|▉         | 6/62 [00:17<02:33,  2.74s/it]Generating test predictions:  11%|█▏        | 7/62 [00:21<02:38,  2.89s/it]Generating test predictions:  13%|█▎        | 8/62 [00:23<02:31,  2.80s/it]Generating test predictions:  15%|█▍        | 9/62 [00:26<02:21,  2.67s/it]Generating test predictions:  16%|█▌        | 10/62 [00:29<02:23,  2.76s/it]Generating test predictions:  18%|█▊        | 11/62 [00:31<02:16,  2.67s/it]Generating test predictions:  19%|█▉        | 12/62 [00:33<02:07,  2.55s/it]Generating test predictions:  21%|██        | 13/62 [00:36<02:01,  2.48s/it]Generating test predictions:  23%|██▎       | 14/62 [00:38<02:02,  2.54s/it]Generating test predictions:  24%|██▍       | 15/62 [00:41<01:55,  2.45s/it]Generating test predictions:  26%|██▌       | 16/62 [00:43<01:54,  2.48s/it]Generating test predictions:  27%|██▋       | 17/62 [00:45<01:48,  2.42s/it]Generating test predictions:  29%|██▉       | 18/62 [00:47<01:40,  2.29s/it]Generating test predictions:  31%|███       | 19/62 [00:50<01:35,  2.23s/it]Generating test predictions:  32%|███▏      | 20/62 [00:52<01:35,  2.28s/it]Generating test predictions:  34%|███▍      | 21/62 [00:54<01:36,  2.36s/it]Generating test predictions:  35%|███▌      | 22/62 [00:57<01:33,  2.33s/it]Generating test predictions:  37%|███▋      | 23/62 [01:00<01:44,  2.68s/it]Generating test predictions:  39%|███▊      | 24/62 [01:03<01:42,  2.70s/it]Generating test predictions:  40%|████      | 25/62 [01:05<01:37,  2.64s/it]Generating test predictions:  42%|████▏     | 26/62 [01:08<01:31,  2.53s/it]Generating test predictions:  44%|████▎     | 27/62 [01:10<01:30,  2.57s/it]Generating test predictions:  45%|████▌     | 28/62 [01:13<01:25,  2.50s/it]Generating test predictions:  47%|████▋     | 29/62 [01:15<01:19,  2.40s/it]Generating test predictions:  48%|████▊     | 30/62 [01:17<01:13,  2.29s/it]Generating test predictions:  50%|█████     | 31/62 [01:20<01:15,  2.45s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:22<01:15,  2.50s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:25<01:17,  2.67s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:28<01:12,  2.60s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:31<01:14,  2.76s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:34<01:13,  2.81s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:37<01:09,  2.76s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:39<01:03,  2.65s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:41<00:59,  2.60s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:44<00:56,  2.57s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:46<00:51,  2.46s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:49<00:50,  2.53s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:51<00:47,  2.51s/it]Generating test predictions:  71%|███████   | 44/62 [01:54<00:44,  2.49s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:56<00:41,  2.44s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:59<00:40,  2.51s/it]Generating test predictions:  76%|███████▌  | 47/62 [02:01<00:34,  2.33s/it]Generating test predictions:  77%|███████▋  | 48/62 [02:04<00:35,  2.55s/it]Generating test predictions:  79%|███████▉  | 49/62 [02:06<00:33,  2.55s/it]Generating test predictions:  81%|████████  | 50/62 [02:09<00:30,  2.52s/it]Generating test predictions:  82%|████████▏ | 51/62 [02:11<00:27,  2.53s/it]Generating test predictions:  84%|████████▍ | 52/62 [02:14<00:25,  2.54s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:16<00:21,  2.40s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:18<00:19,  2.44s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:21<00:16,  2.39s/it]Generating test predictions:  90%|█████████ | 56/62 [02:23<00:14,  2.48s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:26<00:12,  2.54s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:29<00:10,  2.70s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:32<00:07,  2.63s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:34<00:05,  2.55s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:37<00:02,  2.66s/it]Generating test predictions: 100%|██████████| 62/62 [02:39<00:00,  2.58s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Saved predictions to RL/full_run/t5-small/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:28,  1.05it/s]Batches:   6%|▋         | 2/31 [00:01<00:13,  2.19it/s]Batches:  10%|▉         | 3/31 [00:01<00:08,  3.39it/s]Batches:  13%|█▎        | 4/31 [00:01<00:06,  4.43it/s]Batches:  16%|█▌        | 5/31 [00:01<00:04,  5.37it/s]Batches:  19%|█▉        | 6/31 [00:01<00:03,  6.31it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  9.05it/s]Batches:  32%|███▏      | 10/31 [00:01<00:02, 10.44it/s]Batches:  39%|███▊      | 12/31 [00:01<00:01, 11.26it/s]Batches:  45%|████▌     | 14/31 [00:02<00:01, 12.21it/s]Batches:  52%|█████▏    | 16/31 [00:02<00:01, 12.88it/s]Batches:  58%|█████▊    | 18/31 [00:02<00:00, 13.63it/s]Batches:  65%|██████▍   | 20/31 [00:02<00:00, 14.04it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 15.45it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 15.63it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 15.84it/s]Batches:  97%|█████████▋| 30/31 [00:03<00:00, 17.20it/s]Batches: 100%|██████████| 31/31 [00:03<00:00, 10.01it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:03,  9.77it/s]Batches:  10%|▉         | 3/31 [00:00<00:02, 12.73it/s]Batches:  16%|█▌        | 5/31 [00:00<00:01, 13.15it/s]Batches:  23%|██▎       | 7/31 [00:00<00:01, 13.73it/s]Batches:  29%|██▉       | 9/31 [00:00<00:01, 14.65it/s]Batches:  35%|███▌      | 11/31 [00:00<00:01, 15.75it/s]Batches:  42%|████▏     | 13/31 [00:00<00:01, 15.55it/s]Batches:  48%|████▊     | 15/31 [00:00<00:00, 16.74it/s]Batches:  58%|█████▊    | 18/31 [00:01<00:00, 18.13it/s]Batches:  68%|██████▊   | 21/31 [00:01<00:00, 19.14it/s]Batches:  77%|███████▋  | 24/31 [00:01<00:00, 18.51it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 18.29it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 20.55it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 17.47it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  56.97
STA :  0.866
SIM :  0.901
FL  :  0.687
J   :  0.536
Metrics written to RL/full_run/t5-small/metrics.txt
