Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-paraphrase/final_model
  Step 16: reward=0.0149 loss=1.0322 kl=0.3559
  Step 17: reward=-0.0000 loss=0.7022 kl=0.0898
  Step 18: reward=0.0000 loss=1.3629 kl=0.6697
  Step 19: reward=0.0000 loss=1.4505 kl=-0.3024
  Step 20: reward=-0.0000 loss=0.9584 kl=0.0513
  Step 21: reward=-0.0000 loss=0.9287 kl=0.5812
  Step 22: reward=-0.0000 loss=1.5333 kl=0.3776
  Step 23: reward=0.0000 loss=0.6529 kl=0.1769
  Step 24: reward=-0.0000 loss=1.7400 kl=0.7589
  Step 25: reward=0.0000 loss=1.7106 kl=0.2905
  Step 26: reward=-0.0000 loss=1.2246 kl=0.6909
  Step 27: reward=0.0295 loss=1.5823 kl=1.0894
  Step 28: reward=-0.0000 loss=1.2390 kl=0.1817
  Step 29: reward=0.0000 loss=155.8662 kl=-0.1442
  Step 30: reward=0.0046 loss=1.9372 kl=-0.0425
  Step 31: reward=0.0000 loss=10.7846 kl=-0.6566
  Step 32: reward=0.0000 loss=0.9984 kl=0.1503
  Step 33: reward=0.0000 loss=2.1222 kl=-0.3315
  Step 34: reward=-0.0000 loss=1.0121 kl=0.1828
  Step 35: reward=0.0000 loss=1.0227 kl=0.4603
  Step 36: reward=-0.0000 loss=1.0655 kl=0.2533
  Step 37: reward=0.0000 loss=1.8944 kl=0.7797
  Step 38: reward=-0.0000 loss=2.2861 kl=1.7495
  Step 39: reward=-0.0000 loss=1.8744 kl=-0.1335
  Step 40: reward=-0.0000 loss=1.5041 kl=0.9570
  Step 41: reward=-0.0000 loss=0.7797 kl=0.4725
  Step 42: reward=0.0000 loss=1.1541 kl=-0.0188
  Step 43: reward=0.0000 loss=1.1513 kl=0.1505
  Step 44: reward=0.0000 loss=2.3592 kl=0.2989
  Step 45: reward=-0.0000 loss=2.5525 kl=0.9822
  Step 46: reward=-0.0000 loss=1.5728 kl=0.7557
  Step 47: reward=0.0000 loss=1.5224 kl=0.1432
  Step 48: reward=0.0000 loss=3.8497 kl=-0.0014
  Step 49: reward=0.0000 loss=4.8055 kl=-0.1547
  Step 50: reward=-0.0000 loss=1.6794 kl=0.6115
  Eval reward=0.6192 toxicity=0.0901
Epoch 10/10
  Step 01: reward=0.0000 loss=1.3121 kl=0.4496
  Step 02: reward=0.0000 loss=303.5562 kl=-0.2586
  Step 03: reward=0.0000 loss=1.1943 kl=0.6385
  Step 04: reward=0.0000 loss=34.8552 kl=-0.8656
  Step 05: reward=0.0000 loss=1.5546 kl=1.0823
  Step 06: reward=-0.0000 loss=0.7543 kl=0.2707
  Step 07: reward=0.0000 loss=1.0933 kl=-0.2243
  Step 08: reward=-0.0000 loss=1.4114 kl=0.0964
  Step 09: reward=-0.0000 loss=2.6391 kl=0.4003
  Step 10: reward=-0.0000 loss=3.6937 kl=-0.5668
  Step 11: reward=0.0000 loss=1.6527 kl=0.9795
  Step 12: reward=-0.0000 loss=0.6663 kl=0.0773
  Step 13: reward=-0.0000 loss=4.9590 kl=0.4115
  Step 14: reward=-0.0000 loss=0.9195 kl=0.1916
  Step 15: reward=-0.0000 loss=1.7813 kl=0.4394
  Step 16: reward=0.0000 loss=1.4535 kl=0.1817
  Step 17: reward=0.0000 loss=0.8438 kl=0.4978
  Step 18: reward=-0.0000 loss=0.5472 kl=-0.0036
  Step 19: reward=0.0000 loss=1.0652 kl=0.4292
  Step 20: reward=-0.0000 loss=2.3148 kl=-0.2270
  Step 21: reward=0.0000 loss=1.8084 kl=0.3957
  Step 22: reward=-0.0000 loss=2.2765 kl=-0.0904
  Step 23: reward=-0.0000 loss=2.0393 kl=1.7756
  Step 24: reward=-0.0000 loss=1.5513 kl=0.4727
  Step 25: reward=0.0000 loss=0.6225 kl=-0.1896
  Step 26: reward=0.0000 loss=1.7562 kl=0.5827
  Step 27: reward=-0.0000 loss=1.0780 kl=0.4388
  Step 28: reward=-0.0000 loss=1.0260 kl=0.2408
  Step 29: reward=-0.0000 loss=0.5983 kl=0.0587
  Step 30: reward=-0.0000 loss=1.4931 kl=0.8648
  Step 31: reward=0.0000 loss=1.3102 kl=0.4839
  Step 32: reward=-0.0000 loss=2.4901 kl=-0.4390
  Step 33: reward=-0.0000 loss=1.8741 kl=0.8679
  Step 34: reward=0.0141 loss=0.9136 kl=-0.3717
  Step 35: reward=-0.0000 loss=1.1171 kl=-0.0107
  Step 36: reward=-0.0000 loss=2.6696 kl=-0.0986
  Step 37: reward=0.0000 loss=2.5591 kl=-0.7446
  Step 38: reward=0.0000 loss=2.6401 kl=0.6055
  Step 39: reward=-0.0000 loss=2.1444 kl=0.4644
  Step 40: reward=0.0000 loss=1.4589 kl=-0.3298
  Step 41: reward=0.0000 loss=1.3081 kl=0.8350
  Step 42: reward=0.0000 loss=1.9118 kl=-0.0571
  Step 43: reward=0.0000 loss=0.9797 kl=-0.2452
  Step 44: reward=0.0000 loss=5.0429 kl=-0.2549
  Step 45: reward=0.0000 loss=24.5394 kl=-0.3268
  Step 46: reward=-0.0000 loss=1.3144 kl=0.9558
  Step 47: reward=0.0000 loss=2.2888 kl=0.8849
  Step 48: reward=0.0000 loss=1.0864 kl=0.2040
  Step 49: reward=-0.0000 loss=0.6114 kl=0.2207
  Step 50: reward=0.0487 loss=0.9552 kl=0.3235
  Eval reward=0.6196 toxicity=0.0850
RLHF PPO policy saved to RL/full_run/bart-paraphrase/ppo_policy
RLHF model saved to RL/full_run/bart-paraphrase/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:05<05:23,  5.31s/it]Generating test predictions:   3%|▎         | 2/62 [00:07<03:31,  3.52s/it]Generating test predictions:   5%|▍         | 3/62 [00:09<02:51,  2.90s/it]Generating test predictions:   6%|▋         | 4/62 [00:12<02:54,  3.02s/it]Generating test predictions:   8%|▊         | 5/62 [00:16<03:04,  3.24s/it]Generating test predictions:  10%|▉         | 6/62 [00:19<03:04,  3.30s/it]Generating test predictions:  11%|█▏        | 7/62 [00:22<02:45,  3.01s/it]Generating test predictions:  13%|█▎        | 8/62 [00:24<02:34,  2.87s/it]Generating test predictions:  15%|█▍        | 9/62 [00:27<02:22,  2.70s/it]Generating test predictions:  16%|█▌        | 10/62 [00:29<02:15,  2.61s/it]Generating test predictions:  18%|█▊        | 11/62 [00:32<02:08,  2.52s/it]Generating test predictions:  19%|█▉        | 12/62 [00:34<02:01,  2.43s/it]Generating test predictions:  21%|██        | 13/62 [00:36<01:54,  2.35s/it]Generating test predictions:  23%|██▎       | 14/62 [00:38<01:52,  2.35s/it]Generating test predictions:  24%|██▍       | 15/62 [00:41<01:54,  2.43s/it]Generating test predictions:  26%|██▌       | 16/62 [00:43<01:50,  2.41s/it]Generating test predictions:  27%|██▋       | 17/62 [00:45<01:41,  2.25s/it]Generating test predictions:  29%|██▉       | 18/62 [00:47<01:38,  2.23s/it]Generating test predictions:  31%|███       | 19/62 [00:49<01:31,  2.13s/it]Generating test predictions:  32%|███▏      | 20/62 [00:51<01:29,  2.13s/it]Generating test predictions:  34%|███▍      | 21/62 [00:53<01:23,  2.04s/it]Generating test predictions:  35%|███▌      | 22/62 [00:55<01:21,  2.04s/it]Generating test predictions:  37%|███▋      | 23/62 [00:58<01:22,  2.12s/it]Generating test predictions:  39%|███▊      | 24/62 [01:00<01:21,  2.14s/it]Generating test predictions:  40%|████      | 25/62 [01:02<01:19,  2.14s/it]Generating test predictions:  42%|████▏     | 26/62 [01:04<01:17,  2.15s/it]Generating test predictions:  44%|████▎     | 27/62 [01:06<01:15,  2.16s/it]Generating test predictions:  45%|████▌     | 28/62 [01:08<01:12,  2.15s/it]Generating test predictions:  47%|████▋     | 29/62 [01:10<01:07,  2.04s/it]Generating test predictions:  48%|████▊     | 30/62 [01:12<01:05,  2.04s/it]Generating test predictions:  50%|█████     | 31/62 [01:14<01:04,  2.07s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:16<01:01,  2.06s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:18<01:00,  2.09s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:20<00:56,  2.02s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:23<00:58,  2.18s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:25<00:59,  2.27s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:28<00:56,  2.28s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:30<00:56,  2.35s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:33<00:54,  2.35s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:35<00:52,  2.38s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:37<00:46,  2.21s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:39<00:43,  2.17s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:41<00:41,  2.21s/it]Generating test predictions:  71%|███████   | 44/62 [01:43<00:38,  2.16s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:45<00:35,  2.08s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:47<00:33,  2.10s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:49<00:29,  1.97s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:51<00:28,  2.04s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:53<00:25,  1.99s/it]Generating test predictions:  81%|████████  | 50/62 [01:55<00:23,  1.93s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:57<00:20,  1.88s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:59<00:19,  1.95s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:00<00:17,  1.89s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:02<00:15,  1.92s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:04<00:13,  1.97s/it]Generating test predictions:  90%|█████████ | 56/62 [02:07<00:12,  2.10s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:09<00:10,  2.15s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:11<00:08,  2.08s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:13<00:06,  2.09s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:15<00:03,  1.98s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:17<00:02,  2.02s/it]Generating test predictions: 100%|██████████| 62/62 [02:19<00:00,  1.97s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run/bart-paraphrase/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:30,  1.01s/it]Batches:   6%|▋         | 2/31 [00:01<00:14,  1.93it/s]Batches:  10%|▉         | 3/31 [00:01<00:09,  2.95it/s]Batches:  13%|█▎        | 4/31 [00:01<00:07,  3.71it/s]Batches:  16%|█▌        | 5/31 [00:01<00:05,  4.56it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  5.08it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  7.69it/s]Batches:  29%|██▉       | 9/31 [00:01<00:02,  8.02it/s]Batches:  35%|███▌      | 11/31 [00:02<00:01, 10.42it/s]Batches:  42%|████▏     | 13/31 [00:02<00:01, 10.12it/s]Batches:  48%|████▊     | 15/31 [00:02<00:02,  7.66it/s]Batches:  55%|█████▍    | 17/31 [00:02<00:01,  9.57it/s]Batches:  61%|██████▏   | 19/31 [00:03<00:01,  8.68it/s]Batches:  68%|██████▊   | 21/31 [00:03<00:01,  9.68it/s]Batches:  74%|███████▍  | 23/31 [00:03<00:00, 10.53it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 11.69it/s]Batches:  87%|████████▋ | 27/31 [00:03<00:00, 12.62it/s]Batches:  97%|█████████▋| 30/31 [00:03<00:00, 14.77it/s]Batches: 100%|██████████| 31/31 [00:03<00:00,  8.05it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 13.34it/s]Batches:  13%|█▎        | 4/31 [00:00<00:01, 14.78it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 14.89it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 15.59it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 16.26it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 15.64it/s]Batches:  45%|████▌     | 14/31 [00:00<00:01, 16.74it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 18.13it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 19.46it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 20.39it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 20.25it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 20.43it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 15.52it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  56.18
STA :  0.935
SIM :  0.872
FL  :  0.755
J   :  0.615
Metrics written to RL/full_run/bart-paraphrase/metrics.txt
