Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/mvp/final_model
  Step 15: reward=-0.0000 loss=1.8152 kl=1.2944
  Step 16: reward=0.0157 loss=2.7196 kl=-1.0219
  Step 17: reward=0.0000 loss=1.6869 kl=-0.5159
  Step 18: reward=0.0000 loss=0.8355 kl=0.1259
  Step 19: reward=0.0000 loss=1.3734 kl=0.4544
  Step 20: reward=0.0000 loss=0.9399 kl=0.3159
  Step 21: reward=0.0000 loss=1.8135 kl=0.9220
  Step 22: reward=-0.0000 loss=0.8540 kl=-0.0748
  Step 23: reward=0.0000 loss=2.8478 kl=-0.8798
  Step 24: reward=-0.0000 loss=78.6081 kl=0.2449
  Step 25: reward=0.0000 loss=2.0493 kl=-0.2398
  Step 26: reward=0.0000 loss=1.9847 kl=0.7950
  Step 27: reward=-0.0000 loss=0.5956 kl=-0.0362
  Step 28: reward=0.0162 loss=0.7263 kl=0.1763
  Step 29: reward=-0.0000 loss=2.5200 kl=0.7636
  Step 30: reward=0.0064 loss=1.6636 kl=0.4152
  Step 31: reward=0.0114 loss=1.2868 kl=0.4111
  Step 32: reward=0.0000 loss=1.1887 kl=0.4711
  Step 33: reward=0.0021 loss=0.9673 kl=-0.4366
  Step 34: reward=0.0000 loss=1.6472 kl=0.4834
  Step 35: reward=0.0000 loss=2.3853 kl=1.0541
  Step 36: reward=0.0152 loss=0.6150 kl=0.2705
  Step 37: reward=-0.0000 loss=2.4894 kl=1.3088
  Step 38: reward=0.0000 loss=1.0697 kl=0.1097
  Step 39: reward=0.0000 loss=0.8229 kl=0.1718
  Step 40: reward=0.0000 loss=1.9569 kl=0.3165
  Step 41: reward=0.0000 loss=1.2220 kl=0.4830
  Step 42: reward=0.0000 loss=2.5477 kl=1.5352
  Step 43: reward=0.0072 loss=0.8243 kl=-0.0947
  Step 44: reward=-0.0000 loss=1.5704 kl=0.9000
  Step 45: reward=0.0000 loss=2.2859 kl=0.7105
  Step 46: reward=0.0000 loss=1.6028 kl=0.2717
  Step 47: reward=0.0000 loss=18.9695 kl=0.0694
  Step 48: reward=-0.0000 loss=6.3217 kl=0.3536
  Step 49: reward=0.0090 loss=1.8771 kl=0.7143
  Step 50: reward=-0.0000 loss=2.1116 kl=-0.1649
  Eval reward=0.6158 toxicity=0.0837
Epoch 10/10
  Step 01: reward=0.0000 loss=1.1248 kl=0.2876
  Step 02: reward=-0.0000 loss=3.9318 kl=0.2156
  Step 03: reward=-0.0000 loss=0.8851 kl=-0.0890
  Step 04: reward=0.0000 loss=1.2868 kl=0.6315
  Step 05: reward=-0.0000 loss=1.5222 kl=0.3782
  Step 06: reward=-0.0000 loss=1.7092 kl=0.8425
  Step 07: reward=-0.0000 loss=0.6704 kl=0.0253
  Step 08: reward=-0.0000 loss=1.1281 kl=0.3817
  Step 09: reward=0.0000 loss=4.3351 kl=0.9320
  Step 10: reward=0.0000 loss=1.1655 kl=0.4276
  Step 11: reward=0.0000 loss=5.8435 kl=-0.8523
  Step 12: reward=-0.0000 loss=0.6056 kl=0.0796
  Step 13: reward=0.0000 loss=0.9293 kl=0.4097
  Step 14: reward=0.0000 loss=1.3385 kl=0.2435
  Step 15: reward=0.0000 loss=1.0852 kl=0.1070
  Step 16: reward=-0.0000 loss=2.3897 kl=0.3477
  Step 17: reward=-0.0000 loss=1.2200 kl=0.0599
  Step 18: reward=-0.0000 loss=0.8395 kl=0.1564
  Step 19: reward=0.0000 loss=3.3442 kl=-0.3107
  Step 20: reward=-0.0000 loss=1.0309 kl=0.5426
  Step 21: reward=-0.0000 loss=1.2711 kl=0.7939
  Step 22: reward=-0.0000 loss=1.1360 kl=0.3217
  Step 23: reward=-0.0000 loss=56.8316 kl=-0.2660
  Step 24: reward=0.0000 loss=2.2234 kl=1.5026
  Step 25: reward=0.0000 loss=2.5306 kl=-0.1808
  Step 26: reward=0.0000 loss=1.6546 kl=0.4993
  Step 27: reward=0.0000 loss=0.9518 kl=0.2672
  Step 28: reward=-0.0000 loss=1.3850 kl=0.8758
  Step 29: reward=0.0000 loss=13.4711 kl=0.0668
  Step 30: reward=0.0000 loss=3.0551 kl=0.7452
  Step 31: reward=0.0000 loss=2.8535 kl=1.4568
  Step 32: reward=0.0000 loss=1.9814 kl=1.4094
  Step 33: reward=-0.0000 loss=0.9451 kl=0.1530
  Step 34: reward=0.0417 loss=1.6686 kl=0.8233
  Step 35: reward=0.0229 loss=1.5168 kl=0.1367
  Step 36: reward=0.0000 loss=1.5178 kl=0.5875
  Step 37: reward=0.0000 loss=2.2626 kl=0.4778
  Step 38: reward=-0.0000 loss=3.4655 kl=-0.6310
  Step 39: reward=-0.0000 loss=2.0017 kl=-0.4657
  Step 40: reward=0.0000 loss=0.4605 kl=-0.1543
  Step 41: reward=0.0000 loss=2.0524 kl=-0.1091
  Step 42: reward=-0.0000 loss=2.1050 kl=0.8991
  Step 43: reward=0.0000 loss=1.4012 kl=0.5982
  Step 44: reward=0.0000 loss=0.8536 kl=-0.0609
  Step 45: reward=-0.0000 loss=1.1777 kl=-0.2338
  Step 46: reward=-0.0000 loss=3.0877 kl=-0.6294
  Step 47: reward=0.0000 loss=2.8442 kl=-0.1947
  Step 48: reward=0.0000 loss=1.2298 kl=0.5774
  Step 49: reward=-0.0000 loss=1.2612 kl=0.5408
  Step 50: reward=0.0312 loss=3.1035 kl=0.7303
  Eval reward=0.6157 toxicity=0.0856
RLHF PPO policy saved to RL/full_run/mvp/ppo_policy
RLHF model saved to RL/full_run/mvp/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:03<03:30,  3.46s/it]Generating test predictions:   3%|▎         | 2/62 [00:05<02:45,  2.76s/it]Generating test predictions:   5%|▍         | 3/62 [00:08<02:44,  2.79s/it]Generating test predictions:   6%|▋         | 4/62 [00:12<02:57,  3.06s/it]Generating test predictions:   8%|▊         | 5/62 [00:14<02:46,  2.91s/it]Generating test predictions:  10%|▉         | 6/62 [00:18<02:59,  3.20s/it]Generating test predictions:  11%|█▏        | 7/62 [00:20<02:43,  2.97s/it]Generating test predictions:  13%|█▎        | 8/62 [00:24<02:42,  3.00s/it]Generating test predictions:  15%|█▍        | 9/62 [00:26<02:33,  2.90s/it]Generating test predictions:  16%|█▌        | 10/62 [00:29<02:26,  2.82s/it]Generating test predictions:  18%|█▊        | 11/62 [00:32<02:23,  2.80s/it]Generating test predictions:  19%|█▉        | 12/62 [00:34<02:21,  2.83s/it]Generating test predictions:  21%|██        | 13/62 [00:37<02:15,  2.77s/it]Generating test predictions:  23%|██▎       | 14/62 [00:40<02:10,  2.73s/it]Generating test predictions:  24%|██▍       | 15/62 [00:42<01:59,  2.55s/it]Generating test predictions:  26%|██▌       | 16/62 [00:44<01:54,  2.49s/it]Generating test predictions:  27%|██▋       | 17/62 [00:47<01:57,  2.60s/it]Generating test predictions:  29%|██▉       | 18/62 [00:50<01:54,  2.61s/it]Generating test predictions:  31%|███       | 19/62 [00:52<01:48,  2.52s/it]Generating test predictions:  32%|███▏      | 20/62 [00:55<01:51,  2.65s/it]Generating test predictions:  34%|███▍      | 21/62 [00:58<01:47,  2.62s/it]Generating test predictions:  35%|███▌      | 22/62 [01:00<01:40,  2.52s/it]Generating test predictions:  37%|███▋      | 23/62 [01:02<01:34,  2.43s/it]Generating test predictions:  39%|███▊      | 24/62 [01:04<01:31,  2.40s/it]Generating test predictions:  40%|████      | 25/62 [01:07<01:30,  2.44s/it]Generating test predictions:  42%|████▏     | 26/62 [01:09<01:26,  2.42s/it]Generating test predictions:  44%|████▎     | 27/62 [01:12<01:27,  2.50s/it]Generating test predictions:  45%|████▌     | 28/62 [01:14<01:24,  2.49s/it]Generating test predictions:  47%|████▋     | 29/62 [01:17<01:19,  2.42s/it]Generating test predictions:  48%|████▊     | 30/62 [01:19<01:15,  2.35s/it]Generating test predictions:  50%|█████     | 31/62 [01:21<01:09,  2.24s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:23<01:07,  2.25s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:25<01:04,  2.23s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:27<01:00,  2.16s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:30<01:01,  2.28s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:32<01:00,  2.32s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:35<00:57,  2.31s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:37<00:53,  2.22s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:39<00:49,  2.14s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:41<00:51,  2.34s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:43<00:47,  2.28s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:46<00:44,  2.23s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:48<00:42,  2.25s/it]Generating test predictions:  71%|███████   | 44/62 [01:50<00:42,  2.35s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:53<00:39,  2.34s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:55<00:36,  2.29s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:57<00:31,  2.09s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:59<00:31,  2.26s/it]Generating test predictions:  79%|███████▉  | 49/62 [02:02<00:30,  2.32s/it]Generating test predictions:  81%|████████  | 50/62 [02:04<00:27,  2.30s/it]Generating test predictions:  82%|████████▏ | 51/62 [02:06<00:25,  2.30s/it]Generating test predictions:  84%|████████▍ | 52/62 [02:09<00:23,  2.37s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:11<00:20,  2.32s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:13<00:18,  2.28s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:15<00:15,  2.24s/it]Generating test predictions:  90%|█████████ | 56/62 [02:18<00:14,  2.36s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:20<00:11,  2.37s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:22<00:09,  2.28s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:24<00:06,  2.20s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:26<00:04,  2.11s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:28<00:02,  2.09s/it]Generating test predictions: 100%|██████████| 62/62 [02:30<00:00,  2.05s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run/mvp/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:33,  1.11s/it]Batches:   6%|▋         | 2/31 [00:01<00:17,  1.68it/s]Batches:  10%|▉         | 3/31 [00:01<00:10,  2.58it/s]Batches:  13%|█▎        | 4/31 [00:01<00:08,  3.33it/s]Batches:  16%|█▌        | 5/31 [00:01<00:06,  4.21it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  5.03it/s]Batches:  26%|██▌       | 8/31 [00:02<00:03,  7.63it/s]Batches:  29%|██▉       | 9/31 [00:02<00:02,  7.86it/s]Batches:  35%|███▌      | 11/31 [00:02<00:01, 10.27it/s]Batches:  42%|████▏     | 13/31 [00:02<00:02,  7.48it/s]Batches:  45%|████▌     | 14/31 [00:02<00:02,  6.28it/s]Batches:  48%|████▊     | 15/31 [00:03<00:03,  4.50it/s]Batches:  55%|█████▍    | 17/31 [00:03<00:02,  6.43it/s]Batches:  61%|██████▏   | 19/31 [00:03<00:01,  8.08it/s]Batches:  68%|██████▊   | 21/31 [00:03<00:01,  9.72it/s]Batches:  74%|███████▍  | 23/31 [00:03<00:00, 10.81it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 12.18it/s]Batches:  87%|████████▋ | 27/31 [00:04<00:00, 13.19it/s]Batches:  97%|█████████▋| 30/31 [00:04<00:00, 15.40it/s]Batches: 100%|██████████| 31/31 [00:04<00:00,  7.24it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 14.47it/s]Batches:  13%|█▎        | 4/31 [00:00<00:02, 11.71it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 13.14it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 12.53it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 13.36it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 14.96it/s]Batches:  45%|████▌     | 14/31 [00:00<00:01, 15.64it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 17.47it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 19.03it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 20.34it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 20.41it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 21.05it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 17.52it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  58.17
STA :  0.946
SIM :  0.860
FL  :  0.769
J   :  0.626
Metrics written to RL/full_run/mvp/metrics.txt
