Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/blenderbot/final_model
  Step 17: reward=0.1181 loss=0.4042 kl=-0.0669
  Step 18: reward=0.1243 loss=1.2574 kl=0.5169
  Step 19: reward=0.1187 loss=0.5777 kl=-0.2763
  Step 20: reward=0.1096 loss=0.8000 kl=0.4074
  Step 21: reward=0.1185 loss=1.5986 kl=0.6717
  Step 22: reward=0.1231 loss=0.6422 kl=0.0298
  Step 23: reward=0.1246 loss=0.6013 kl=0.2080
  Step 24: reward=0.1109 loss=3.0934 kl=1.7206
  Step 25: reward=0.1226 loss=33538244083712.0000 kl=-0.9697
  Step 26: reward=0.1225 loss=0.7941 kl=0.4737
  Step 27: reward=0.1152 loss=0.7524 kl=-0.0592
  Step 28: reward=0.1216 loss=10.9506 kl=-3.1144
  Step 29: reward=0.1182 loss=2.3768 kl=1.6802
  Step 30: reward=0.1161 loss=37.9463 kl=0.0143
  Step 31: reward=0.1262 loss=0.9133 kl=0.4354
  Step 32: reward=0.1209 loss=0.9207 kl=0.6037
  Step 33: reward=0.1530 loss=3.5581 kl=-0.2888
  Step 34: reward=0.1209 loss=30.9201 kl=-0.2022
  Step 35: reward=0.1171 loss=58.1528 kl=-0.5494
  Step 36: reward=0.1202 loss=1.3338 kl=0.9190
  Step 37: reward=0.1167 loss=1.0202 kl=-0.6438
  Step 38: reward=0.1170 loss=3.1155 kl=-2.0902
  Step 39: reward=0.1239 loss=1.5085 kl=-0.6777
  Step 40: reward=0.1186 loss=7.3659 kl=0.0906
  Step 41: reward=0.1171 loss=6.8333 kl=0.9727
  Step 42: reward=0.1221 loss=1.9208 kl=-0.2557
  Step 43: reward=0.1238 loss=0.8624 kl=0.4801
  Step 44: reward=0.1186 loss=59449.8945 kl=-0.6100
  Step 45: reward=0.1590 loss=1.0365 kl=0.6452
  Step 46: reward=0.1163 loss=0.5735 kl=0.1810
  Step 47: reward=0.1148 loss=1.8718 kl=-0.6468
  Step 48: reward=0.1169 loss=3.0132 kl=-1.5771
  Step 49: reward=0.1157 loss=396.0652 kl=0.3473
  Step 50: reward=0.1240 loss=0.5171 kl=0.1584
  Eval reward=0.5763 toxicity=0.0809
Epoch 10/10
  Step 01: reward=0.1193 loss=1.0252 kl=0.5343
  Step 02: reward=0.1244 loss=5.5269 kl=0.4246
  Step 03: reward=0.1161 loss=3.4479 kl=2.6825
  Step 04: reward=0.1321 loss=1.1913 kl=0.8337
  Step 05: reward=0.1134 loss=132.2226 kl=-0.9344
  Step 06: reward=0.1206 loss=1644815843328.0000 kl=-1.7889
  Step 07: reward=0.1235 loss=0.8163 kl=0.0650
  Step 08: reward=0.1481 loss=11.3131 kl=-0.5333
  Step 09: reward=0.1183 loss=0.3903 kl=0.1432
  Step 10: reward=0.1123 loss=14109.0303 kl=-1.5953
  Step 11: reward=0.1134 loss=355.7117 kl=-1.6573
  Step 12: reward=0.1243 loss=3.6440 kl=-0.3842
  Step 13: reward=0.1236 loss=1.0439 kl=-0.2351
  Step 14: reward=0.1188 loss=16.4381 kl=-0.9089
  Step 15: reward=0.1116 loss=423984293694406656.0000 kl=-5.3998
  Step 16: reward=0.1172 loss=0.8803 kl=-0.2229
  Step 17: reward=0.1223 loss=3.1569 kl=0.4642
  Step 18: reward=0.1071 loss=374.9771 kl=-3.9064
  Step 19: reward=0.1291 loss=0.7963 kl=0.2835
  Step 20: reward=0.1162 loss=0.9515 kl=-0.3726
  Step 21: reward=0.1232 loss=2.0753 kl=-1.4902
  Step 22: reward=0.1200 loss=2.4629 kl=-0.2792
  Step 23: reward=0.1230 loss=2.5440 kl=0.8583
  Step 24: reward=0.1185 loss=1.6673 kl=1.0279
  Step 25: reward=0.1219 loss=0.6241 kl=-0.1759
  Step 26: reward=0.1190 loss=1.7429 kl=-0.2472
  Step 27: reward=0.1158 loss=2.4063 kl=0.9099
  Step 28: reward=0.1148 loss=1.9263 kl=-0.0201
  Step 29: reward=0.1195 loss=2.9582 kl=1.1339
  Step 30: reward=0.1153 loss=1.3995 kl=0.2437
  Step 31: reward=0.1194 loss=0.7241 kl=0.2395
  Step 32: reward=0.1225 loss=0.9485 kl=0.5247
  Step 33: reward=0.1138 loss=0.8047 kl=0.4668
  Step 34: reward=0.1185 loss=1.9363 kl=0.1542
  Step 35: reward=0.1239 loss=0.9018 kl=0.1910
  Step 36: reward=0.1240 loss=1.8292 kl=0.6720
  Step 37: reward=0.1230 loss=0.9504 kl=0.2978
  Step 38: reward=0.1168 loss=1.1929 kl=0.7374
  Step 39: reward=0.1099 loss=1.3843 kl=0.9835
  Step 40: reward=0.1226 loss=2.4613 kl=0.2522
  Step 41: reward=0.1172 loss=3.5264 kl=0.2377
  Step 42: reward=0.1193 loss=1.6044 kl=-0.0367
  Step 43: reward=0.1207 loss=2.3776 kl=-1.9964
  Step 44: reward=0.1189 loss=1.6927 kl=-0.9480
  Step 45: reward=0.1351 loss=2.5243 kl=-0.1713
  Step 46: reward=0.1222 loss=3.7898 kl=-2.6800
  Step 47: reward=0.1208 loss=0.8221 kl=0.2664
  Step 48: reward=0.1113 loss=1.4598 kl=0.8337
  Step 49: reward=0.1148 loss=1.4626 kl=1.0245
  Step 50: reward=0.1235 loss=42.0036 kl=0.3157
  Eval reward=0.5786 toxicity=0.0782
RLHF PPO policy saved to RL/full_run_jonly/blenderbot/ppo_policy
RLHF model saved to RL/full_run_jonly/blenderbot/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:04<04:16,  4.20s/it]Generating test predictions:   3%|▎         | 2/62 [00:06<03:18,  3.32s/it]Generating test predictions:   5%|▍         | 3/62 [00:10<03:16,  3.34s/it]Generating test predictions:   6%|▋         | 4/62 [00:13<03:06,  3.22s/it]Generating test predictions:   8%|▊         | 5/62 [00:15<02:48,  2.95s/it]Generating test predictions:  10%|▉         | 6/62 [00:18<02:39,  2.85s/it]Generating test predictions:  11%|█▏        | 7/62 [00:21<02:45,  3.01s/it]Generating test predictions:  13%|█▎        | 8/62 [00:25<02:47,  3.10s/it]Generating test predictions:  15%|█▍        | 9/62 [00:28<02:42,  3.07s/it]Generating test predictions:  16%|█▌        | 10/62 [00:32<03:06,  3.58s/it]Generating test predictions:  18%|█▊        | 11/62 [00:36<03:00,  3.54s/it]Generating test predictions:  19%|█▉        | 12/62 [00:39<02:49,  3.39s/it]Generating test predictions:  21%|██        | 13/62 [00:42<02:41,  3.29s/it]Generating test predictions:  23%|██▎       | 14/62 [00:45<02:35,  3.23s/it]Generating test predictions:  24%|██▍       | 15/62 [00:47<02:21,  3.00s/it]Generating test predictions:  26%|██▌       | 16/62 [00:51<02:23,  3.12s/it]Generating test predictions:  27%|██▋       | 17/62 [00:54<02:18,  3.08s/it]Generating test predictions:  29%|██▉       | 18/62 [00:56<02:10,  2.96s/it]Generating test predictions:  31%|███       | 19/62 [00:59<02:01,  2.83s/it]Generating test predictions:  32%|███▏      | 20/62 [01:02<01:56,  2.77s/it]Generating test predictions:  34%|███▍      | 21/62 [01:04<01:51,  2.72s/it]Generating test predictions:  35%|███▌      | 22/62 [01:08<01:56,  2.92s/it]Generating test predictions:  37%|███▋      | 23/62 [01:14<02:29,  3.84s/it]Generating test predictions:  39%|███▊      | 24/62 [01:16<02:13,  3.51s/it]Generating test predictions:  40%|████      | 25/62 [01:20<02:12,  3.57s/it]Generating test predictions:  42%|████▏     | 26/62 [01:23<02:02,  3.41s/it]Generating test predictions:  44%|████▎     | 27/62 [01:26<01:53,  3.24s/it]Generating test predictions:  45%|████▌     | 28/62 [01:30<02:02,  3.59s/it]Generating test predictions:  47%|████▋     | 29/62 [01:33<01:52,  3.42s/it]Generating test predictions:  48%|████▊     | 30/62 [01:36<01:45,  3.31s/it]Generating test predictions:  50%|█████     | 31/62 [01:39<01:40,  3.23s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:45<01:55,  3.86s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:48<01:44,  3.62s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:51<01:35,  3.41s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:54<01:32,  3.44s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:57<01:24,  3.24s/it]Generating test predictions:  60%|█████▉    | 37/62 [02:00<01:18,  3.16s/it]Generating test predictions:  61%|██████▏   | 38/62 [02:03<01:15,  3.13s/it]Generating test predictions:  63%|██████▎   | 39/62 [02:07<01:18,  3.39s/it]Generating test predictions:  65%|██████▍   | 40/62 [02:10<01:13,  3.34s/it]Generating test predictions:  66%|██████▌   | 41/62 [02:13<01:06,  3.18s/it]Generating test predictions:  68%|██████▊   | 42/62 [02:16<01:03,  3.19s/it]Generating test predictions:  69%|██████▉   | 43/62 [02:19<00:59,  3.14s/it]Generating test predictions:  71%|███████   | 44/62 [02:23<00:59,  3.32s/it]Generating test predictions:  73%|███████▎  | 45/62 [02:26<00:54,  3.22s/it]Generating test predictions:  74%|███████▍  | 46/62 [02:29<00:49,  3.07s/it]Generating test predictions:  76%|███████▌  | 47/62 [02:31<00:43,  2.92s/it]Generating test predictions:  77%|███████▋  | 48/62 [02:34<00:40,  2.93s/it]Generating test predictions:  79%|███████▉  | 49/62 [02:37<00:37,  2.87s/it]Generating test predictions:  81%|████████  | 50/62 [02:40<00:33,  2.81s/it]Generating test predictions:  82%|████████▏ | 51/62 [02:43<00:32,  2.95s/it]Generating test predictions:  84%|████████▍ | 52/62 [02:47<00:32,  3.27s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:50<00:28,  3.20s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:54<00:26,  3.31s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:58<00:25,  3.63s/it]Generating test predictions:  90%|█████████ | 56/62 [03:01<00:20,  3.43s/it]Generating test predictions:  92%|█████████▏| 57/62 [03:05<00:17,  3.52s/it]Generating test predictions:  94%|█████████▎| 58/62 [03:08<00:13,  3.49s/it]Generating test predictions:  95%|█████████▌| 59/62 [03:11<00:10,  3.34s/it]Generating test predictions:  97%|█████████▋| 60/62 [03:14<00:06,  3.34s/it]Generating test predictions:  98%|█████████▊| 61/62 [03:18<00:03,  3.33s/it]Generating test predictions: 100%|██████████| 62/62 [03:21<00:00,  3.28s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Saved predictions to RL/full_run_jonly/blenderbot/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:26,  1.11it/s]Batches:   6%|▋         | 2/31 [00:01<00:13,  2.12it/s]Batches:  10%|▉         | 3/31 [00:01<00:08,  3.31it/s]Batches:  13%|█▎        | 4/31 [00:01<00:06,  4.30it/s]Batches:  16%|█▌        | 5/31 [00:01<00:05,  4.76it/s]Batches:  19%|█▉        | 6/31 [00:01<00:04,  5.75it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  8.47it/s]Batches:  32%|███▏      | 10/31 [00:01<00:02,  9.72it/s]Batches:  39%|███▊      | 12/31 [00:02<00:01, 10.62it/s]Batches:  45%|████▌     | 14/31 [00:02<00:01, 11.57it/s]Batches:  52%|█████▏    | 16/31 [00:02<00:01, 12.25it/s]Batches:  58%|█████▊    | 18/31 [00:02<00:01, 12.10it/s]Batches:  65%|██████▍   | 20/31 [00:02<00:00, 12.77it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 11.15it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 12.30it/s]Batches:  87%|████████▋ | 27/31 [00:03<00:00, 12.72it/s]Batches:  97%|█████████▋| 30/31 [00:03<00:00, 14.87it/s]Batches: 100%|██████████| 31/31 [00:03<00:00,  9.06it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:07,  3.84it/s]Batches:   6%|▋         | 2/31 [00:00<00:07,  3.79it/s]Batches:  10%|▉         | 3/31 [00:00<00:05,  5.12it/s]Batches:  16%|█▌        | 5/31 [00:00<00:03,  7.57it/s]Batches:  23%|██▎       | 7/31 [00:00<00:02,  9.17it/s]Batches:  29%|██▉       | 9/31 [00:01<00:02, 10.34it/s]Batches:  35%|███▌      | 11/31 [00:01<00:01, 11.39it/s]Batches:  42%|████▏     | 13/31 [00:01<00:01, 11.91it/s]Batches:  48%|████▊     | 15/31 [00:01<00:01, 12.42it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:01, 11.98it/s]Batches:  61%|██████▏   | 19/31 [00:01<00:00, 12.71it/s]Batches:  68%|██████▊   | 21/31 [00:02<00:00, 13.28it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 13.72it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 14.18it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 14.48it/s]Batches:  94%|█████████▎| 29/31 [00:02<00:00, 14.34it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 13.97it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 11.44it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:   8.79
STA :  0.959
SIM :  0.711
FL  :  0.713
J   :  0.486
Metrics written to RL/full_run_jonly/blenderbot/metrics.txt
