Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/prophetnet-large-uncased/final_model
  Step 09: reward=0.1146 loss=3.3137 kl=1.9940
  Step 10: reward=0.1131 loss=5.6368 kl=4.9612
  Step 11: reward=0.1193 loss=7.3495 kl=4.8620
  Step 12: reward=0.1307 loss=661.8931 kl=5.3953
  Step 13: reward=0.1295 loss=331697717248.0000 kl=2.8669
  Step 14: reward=0.1204 loss=14156.9189 kl=4.4365
  Step 15: reward=0.1132 loss=12.0705 kl=11.2164
  Step 16: reward=0.1461 loss=2632.1335 kl=6.8749
  Step 17: reward=0.1262 loss=37.7401 kl=2.3113
  Step 18: reward=0.1213 loss=13.1383 kl=12.6143
  Step 19: reward=0.1118 loss=14.8608 kl=12.8491
  Step 20: reward=0.1319 loss=10.0233 kl=9.4703
  Step 21: reward=0.1243 loss=15.8343 kl=15.1257
  Step 22: reward=0.1250 loss=8.9729 kl=7.7004
  Step 23: reward=0.1312 loss=8.0011 kl=7.4591
  Step 24: reward=0.1239 loss=18523340406784.0000 kl=4.6120
  Step 25: reward=0.1216 loss=1741.7607 kl=-0.4888
  Step 26: reward=0.1200 loss=13.0348 kl=4.4203
  Step 27: reward=0.1267 loss=4.2035 kl=3.7649
  Step 28: reward=0.1224 loss=9768486.0000 kl=-2.2847
  Step 29: reward=0.1302 loss=440.8557 kl=-0.0801
  Step 30: reward=0.1346 loss=624.5059 kl=0.3376
  Step 31: reward=0.1256 loss=337406.0000 kl=-2.5462
  Step 32: reward=0.1288 loss=14879.3604 kl=-2.4074
  Step 33: reward=0.1276 loss=139275747328.0000 kl=-3.0733
  Step 34: reward=0.1259 loss=2028.1266 kl=6.0475
  Step 35: reward=0.1250 loss=236.8399 kl=6.2288
  Step 36: reward=0.1299 loss=20.4441 kl=7.3671
  Step 37: reward=0.1115 loss=580.4802 kl=7.9961
  Step 38: reward=0.1198 loss=11498.4639 kl=9.9024
  Step 39: reward=0.1198 loss=39.5870 kl=17.5449
  Step 40: reward=0.1281 loss=13.9398 kl=13.0536
  Step 41: reward=0.1236 loss=322.0677 kl=18.7278
  Step 42: reward=0.1198 loss=14.7961 kl=14.1155
  Step 43: reward=0.1216 loss=19.9804 kl=19.2749
  Step 44: reward=0.1250 loss=21.8656 kl=21.1936
  Step 45: reward=0.1213 loss=22.0791 kl=21.4912
  Step 46: reward=0.1279 loss=18.1681 kl=17.5839
  Step 47: reward=0.1203 loss=18.3266 kl=17.7022
  Step 48: reward=0.1179 loss=1100.7830 kl=21.5327
  Step 49: reward=0.1239 loss=17.0078 kl=16.4723
  Step 50: reward=0.1206 loss=12.7346 kl=12.1918
  Eval reward=0.6089 toxicity=0.1209
Epoch 10/10
  Step 01: reward=0.1259 loss=11.9097 kl=10.2859
  Step 02: reward=0.1267 loss=6.7787 kl=6.2474
  Step 03: reward=0.1273 loss=501438.7812 kl=-1.7999
  Step 04: reward=0.1245 loss=1682.0173 kl=-0.1785
  Step 05: reward=0.1297 loss=109644.2500 kl=-1.5018
  Step 06: reward=0.1256 loss=426943512576.0000 kl=-3.5849
  Step 07: reward=0.1223 loss=61262.5039 kl=-1.2500
  Step 08: reward=0.1262 loss=42764668.0000 kl=-5.3689
  Step 09: reward=0.1239 loss=54354664.0000 kl=-6.0980
  Step 10: reward=0.1158 loss=2.1027 kl=-1.7753
  Step 11: reward=0.1181 loss=1693156992.0000 kl=-5.0631
  Step 12: reward=0.1236 loss=25224928.0000 kl=-4.3470
  Step 13: reward=0.1283 loss=17314532.0000 kl=-4.4464
  Step 14: reward=0.1269 loss=246502208.0000 kl=3.5757
  Step 15: reward=0.1289 loss=4.8472 kl=3.8584
  Step 16: reward=0.1242 loss=379294.4375 kl=8.0000
  Step 17: reward=0.1309 loss=96.2683 kl=8.0213
  Step 18: reward=0.1210 loss=8.9724 kl=6.3982
  Step 19: reward=0.1279 loss=9.2179 kl=8.7460
  Step 20: reward=0.1241 loss=11.1068 kl=10.6202
  Step 21: reward=0.1237 loss=53238.8555 kl=14.2100
  Step 22: reward=0.1218 loss=11.7089 kl=11.0954
  Step 23: reward=0.1129 loss=12.3294 kl=11.7583
  Step 24: reward=0.1258 loss=12.8437 kl=12.3035
  Step 25: reward=0.1240 loss=119492512.0000 kl=9.6158
  Step 26: reward=0.1267 loss=115158600.0000 kl=11.4403
  Step 27: reward=0.1285 loss=11.6132 kl=5.3635
  Step 28: reward=0.1251 loss=69.5134 kl=9.1575
  Step 29: reward=0.1257 loss=299.0783 kl=5.2306
  Step 30: reward=0.1292 loss=7.7692 kl=7.1601
  Step 31: reward=0.1218 loss=12.3631 kl=8.8429
  Step 32: reward=0.1242 loss=9.8016 kl=9.1364
  Step 33: reward=0.1215 loss=323.8645 kl=1.2326
  Step 34: reward=0.1734 loss=3665.0613 kl=6.0879
  Step 35: reward=0.1253 loss=147643.8594 kl=5.9530
  Step 36: reward=0.1220 loss=32920.1758 kl=3.1219
  Step 37: reward=0.1257 loss=78.0840 kl=7.5442
  Step 38: reward=0.1288 loss=15.6087 kl=5.7905
  Step 39: reward=0.1253 loss=17.8410 kl=17.2165
  Step 40: reward=0.1231 loss=131.6296 kl=13.6666
  Step 41: reward=0.1222 loss=54.1966 kl=11.2386
  Step 42: reward=0.1298 loss=17.2607 kl=16.6965
  Step 43: reward=0.1267 loss=20.1582 kl=13.7550
  Step 44: reward=0.1216 loss=17.3771 kl=16.7407
  Step 45: reward=0.1242 loss=22.5938 kl=21.4433
  Step 46: reward=0.1270 loss=16.2607 kl=15.6406
  Step 47: reward=0.1207 loss=13.2188 kl=12.4642
  Step 48: reward=0.1237 loss=14.5054 kl=13.9477
  Step 49: reward=0.1157 loss=11.8050 kl=11.1422
  Step 50: reward=0.1267 loss=721.0303 kl=8.4937
  Eval reward=0.6141 toxicity=0.1073
RLHF PPO policy saved to RL/full_run_jonly/prophetnet-large-uncased/ppo_policy
RLHF model saved to RL/full_run_jonly/prophetnet-large-uncased/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:23<23:38, 23.26s/it]Generating test predictions:   3%|▎         | 2/62 [00:30<13:49, 13.82s/it]Generating test predictions:   5%|▍         | 3/62 [00:36<09:52, 10.05s/it]Generating test predictions:   6%|▋         | 4/62 [00:42<08:11,  8.48s/it]Generating test predictions:   8%|▊         | 5/62 [00:46<06:37,  6.97s/it]Generating test predictions:  10%|▉         | 6/62 [00:51<05:47,  6.21s/it]Generating test predictions:  11%|█▏        | 7/62 [00:56<05:30,  6.01s/it]Generating test predictions:  13%|█▎        | 8/62 [01:02<05:15,  5.85s/it]Generating test predictions:  15%|█▍        | 9/62 [01:07<04:59,  5.65s/it]Generating test predictions:  16%|█▌        | 10/62 [01:14<05:12,  6.00s/it]Generating test predictions:  18%|█▊        | 11/62 [01:23<06:02,  7.11s/it]Generating test predictions:  19%|█▉        | 12/62 [01:28<05:17,  6.35s/it]Generating test predictions:  21%|██        | 13/62 [01:33<04:56,  6.05s/it]Generating test predictions:  23%|██▎       | 14/62 [01:39<04:42,  5.90s/it]Generating test predictions:  24%|██▍       | 15/62 [01:44<04:27,  5.69s/it]Generating test predictions:  26%|██▌       | 16/62 [01:49<04:16,  5.57s/it]Generating test predictions:  27%|██▋       | 17/62 [01:55<04:13,  5.64s/it]Generating test predictions:  29%|██▉       | 18/62 [02:00<03:53,  5.30s/it]Generating test predictions:  31%|███       | 19/62 [02:04<03:35,  5.02s/it]Generating test predictions:  32%|███▏      | 20/62 [02:09<03:35,  5.12s/it]Generating test predictions:  34%|███▍      | 21/62 [02:14<03:27,  5.07s/it]Generating test predictions:  35%|███▌      | 22/62 [02:20<03:32,  5.31s/it]Generating test predictions:  37%|███▋      | 23/62 [02:27<03:41,  5.67s/it]Generating test predictions:  39%|███▊      | 24/62 [02:34<03:58,  6.29s/it]Generating test predictions:  40%|████      | 25/62 [02:40<03:44,  6.07s/it]Generating test predictions:  42%|████▏     | 26/62 [02:45<03:31,  5.88s/it]Generating test predictions:  44%|████▎     | 27/62 [02:52<03:36,  6.19s/it]Generating test predictions:  45%|████▌     | 28/62 [02:57<03:13,  5.71s/it]Generating test predictions:  47%|████▋     | 29/62 [03:03<03:08,  5.71s/it]Generating test predictions:  48%|████▊     | 30/62 [03:08<02:57,  5.55s/it]Generating test predictions:  50%|█████     | 31/62 [03:14<02:57,  5.72s/it]Generating test predictions:  52%|█████▏    | 32/62 [03:20<02:51,  5.72s/it]Generating test predictions:  53%|█████▎    | 33/62 [03:25<02:44,  5.69s/it]Generating test predictions:  55%|█████▍    | 34/62 [03:30<02:32,  5.44s/it]Generating test predictions:  56%|█████▋    | 35/62 [03:38<02:45,  6.13s/it]Generating test predictions:  58%|█████▊    | 36/62 [03:44<02:39,  6.15s/it]Generating test predictions:  60%|█████▉    | 37/62 [03:50<02:29,  5.96s/it]Generating test predictions:  61%|██████▏   | 38/62 [03:54<02:14,  5.60s/it]Generating test predictions:  63%|██████▎   | 39/62 [04:00<02:11,  5.73s/it]Generating test predictions:  65%|██████▍   | 40/62 [04:06<02:08,  5.82s/it]Generating test predictions:  66%|██████▌   | 41/62 [04:12<02:00,  5.75s/it]Generating test predictions:  68%|██████▊   | 42/62 [04:17<01:52,  5.62s/it]Generating test predictions:  69%|██████▉   | 43/62 [04:23<01:47,  5.66s/it]Generating test predictions:  71%|███████   | 44/62 [04:29<01:42,  5.67s/it]Generating test predictions:  73%|███████▎  | 45/62 [04:35<01:37,  5.76s/it]Generating test predictions:  74%|███████▍  | 46/62 [04:40<01:29,  5.61s/it]Generating test predictions:  76%|███████▌  | 47/62 [04:44<01:17,  5.14s/it]Generating test predictions:  77%|███████▋  | 48/62 [04:50<01:14,  5.34s/it]Generating test predictions:  79%|███████▉  | 49/62 [04:55<01:09,  5.34s/it]Generating test predictions:  81%|████████  | 50/62 [05:01<01:03,  5.33s/it]Generating test predictions:  82%|████████▏ | 51/62 [05:06<00:58,  5.35s/it]Generating test predictions:  84%|████████▍ | 52/62 [05:11<00:53,  5.39s/it]Generating test predictions:  85%|████████▌ | 53/62 [05:16<00:46,  5.22s/it]Generating test predictions:  87%|████████▋ | 54/62 [05:23<00:44,  5.60s/it]Generating test predictions:  89%|████████▊ | 55/62 [05:29<00:39,  5.68s/it]Generating test predictions:  90%|█████████ | 56/62 [05:34<00:33,  5.64s/it]Generating test predictions:  92%|█████████▏| 57/62 [05:39<00:27,  5.51s/it]Generating test predictions:  94%|█████████▎| 58/62 [05:45<00:21,  5.46s/it]Generating test predictions:  95%|█████████▌| 59/62 [05:50<00:15,  5.26s/it]Generating test predictions:  97%|█████████▋| 60/62 [05:54<00:10,  5.13s/it]Generating test predictions:  98%|█████████▊| 61/62 [06:00<00:05,  5.42s/it]Generating test predictions: 100%|██████████| 62/62 [06:05<00:00,  5.29s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Saved predictions to RL/full_run_jonly/prophetnet-large-uncased/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:35,  1.17s/it]Batches:   6%|▋         | 2/31 [00:01<00:16,  1.76it/s]Batches:  10%|▉         | 3/31 [00:01<00:11,  2.34it/s]Batches:  13%|█▎        | 4/31 [00:01<00:08,  3.22it/s]Batches:  16%|█▌        | 5/31 [00:02<00:08,  3.13it/s]Batches:  19%|█▉        | 6/31 [00:02<00:07,  3.19it/s]Batches:  26%|██▌       | 8/31 [00:02<00:04,  5.26it/s]Batches:  29%|██▉       | 9/31 [00:02<00:03,  5.79it/s]Batches:  35%|███▌      | 11/31 [00:02<00:02,  8.05it/s]Batches:  42%|████▏     | 13/31 [00:02<00:02,  8.74it/s]Batches:  48%|████▊     | 15/31 [00:03<00:01,  8.66it/s]Batches:  55%|█████▍    | 17/31 [00:03<00:01, 10.51it/s]Batches:  61%|██████▏   | 19/31 [00:03<00:01, 11.26it/s]Batches:  68%|██████▊   | 21/31 [00:03<00:00, 11.86it/s]Batches:  74%|███████▍  | 23/31 [00:03<00:00, 12.45it/s]Batches:  81%|████████  | 25/31 [00:03<00:00, 12.59it/s]Batches:  87%|████████▋ | 27/31 [00:03<00:00, 13.15it/s]Batches:  97%|█████████▋| 30/31 [00:04<00:00, 14.98it/s]Batches: 100%|██████████| 31/31 [00:04<00:00,  7.35it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:04,  6.57it/s]Batches:  13%|█▎        | 4/31 [00:00<00:04,  6.56it/s]Batches:  16%|█▌        | 5/31 [00:00<00:03,  6.88it/s]Batches:  23%|██▎       | 7/31 [00:00<00:02,  9.30it/s]Batches:  29%|██▉       | 9/31 [00:00<00:01, 11.27it/s]Batches:  35%|███▌      | 11/31 [00:01<00:02,  8.32it/s]Batches:  42%|████▏     | 13/31 [00:01<00:01, 10.35it/s]Batches:  52%|█████▏    | 16/31 [00:01<00:01, 13.04it/s]Batches:  61%|██████▏   | 19/31 [00:01<00:00, 15.41it/s]Batches:  68%|██████▊   | 21/31 [00:01<00:00, 16.15it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 16.33it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 16.07it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 16.46it/s]Batches:  97%|█████████▋| 30/31 [00:02<00:00, 19.54it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 10.43it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  54.67
STA :  0.933
SIM :  0.867
FL  :  0.726
J   :  0.587
Metrics written to RL/full_run_jonly/prophetnet-large-uncased/metrics.txt
