Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/t5-small/final_model
  Step 24: reward=0.1261 loss=1.6493 kl=0.8825
  Step 25: reward=0.1221 loss=3.9986 kl=0.0097
  Step 26: reward=0.1214 loss=0.9848 kl=-0.1962
  Step 27: reward=0.1257 loss=1.3201 kl=0.7123
  Step 28: reward=0.1296 loss=1.0583 kl=-0.2246
  Step 29: reward=0.1277 loss=1.0939 kl=0.4800
  Step 30: reward=0.1252 loss=1.7349 kl=1.3754
  Step 31: reward=0.1222 loss=1.9078 kl=0.3811
  Step 32: reward=0.1239 loss=3.8586 kl=1.6286
  Step 33: reward=0.1301 loss=1.7586 kl=-0.4133
  Step 34: reward=0.1300 loss=1.0786 kl=0.2898
  Step 35: reward=0.1184 loss=1.7388 kl=1.3335
  Step 36: reward=0.1250 loss=1.2114 kl=0.3840
  Step 37: reward=0.1276 loss=4.3343 kl=0.3454
  Step 38: reward=0.1151 loss=1.9157 kl=0.8665
  Step 39: reward=0.1246 loss=2.2449 kl=0.3186
  Step 40: reward=0.1270 loss=1.8174 kl=0.9923
  Step 41: reward=0.1234 loss=1.3590 kl=0.6413
  Step 42: reward=0.1277 loss=1.1741 kl=0.4992
  Step 43: reward=0.1195 loss=1.7359 kl=1.3645
  Step 44: reward=0.1269 loss=1.4987 kl=0.9257
  Step 45: reward=0.1236 loss=1.8481 kl=1.3715
  Step 46: reward=0.1199 loss=3.0125 kl=0.7920
  Step 47: reward=0.1276 loss=1353.1193 kl=-0.3226
  Step 48: reward=0.1221 loss=1.2728 kl=0.5298
  Step 49: reward=0.1279 loss=1.5746 kl=1.0839
  Step 50: reward=0.1292 loss=2.0036 kl=1.2501
  Eval reward=0.6034 toxicity=0.1654
Epoch 10/10
  Step 01: reward=0.1234 loss=1.2064 kl=0.1300
  Step 02: reward=0.1172 loss=1.4279 kl=0.1977
  Step 03: reward=0.1273 loss=3.2769 kl=0.9827
  Step 04: reward=0.1324 loss=1.3565 kl=0.3946
  Step 05: reward=0.1278 loss=1.3466 kl=0.8412
  Step 06: reward=0.1199 loss=1.3345 kl=0.5551
  Step 07: reward=0.1262 loss=1.1356 kl=0.4601
  Step 08: reward=0.1285 loss=1.3902 kl=0.9883
  Step 09: reward=0.1245 loss=2.3864 kl=-0.4534
  Step 10: reward=0.1252 loss=2.1436 kl=1.6036
  Step 11: reward=0.1299 loss=1.2106 kl=0.8056
  Step 12: reward=0.1304 loss=18.7802 kl=-0.4602
  Step 13: reward=0.1232 loss=6.5090 kl=0.3060
  Step 14: reward=0.1221 loss=47.4046 kl=0.1434
  Step 15: reward=0.1173 loss=0.9622 kl=0.3903
  Step 16: reward=0.1247 loss=1.8975 kl=1.1029
  Step 17: reward=0.1166 loss=1.9240 kl=0.6036
  Step 18: reward=0.1301 loss=1.6575 kl=1.0714
  Step 19: reward=0.1180 loss=1.1565 kl=0.6950
  Step 20: reward=0.1165 loss=4.0217 kl=0.1546
  Step 21: reward=0.1112 loss=1.5822 kl=0.7684
  Step 22: reward=0.1269 loss=1.3882 kl=0.9430
  Step 23: reward=0.1171 loss=3.1620 kl=-0.2498
  Step 24: reward=0.1221 loss=4.7501 kl=0.5274
  Step 25: reward=0.1178 loss=15.7514 kl=0.2695
  Step 26: reward=0.1312 loss=1.9601 kl=1.2706
  Step 27: reward=0.1282 loss=0.8160 kl=0.2052
  Step 28: reward=0.1273 loss=1.3465 kl=0.6336
  Step 29: reward=0.1183 loss=1.3760 kl=0.9502
  Step 30: reward=0.1284 loss=2.5127 kl=0.8004
  Step 31: reward=0.1285 loss=1.5685 kl=1.1617
  Step 32: reward=0.1240 loss=1.1917 kl=0.5598
  Step 33: reward=0.1253 loss=1.7160 kl=0.0819
  Step 34: reward=0.1192 loss=2.4792 kl=0.0170
  Step 35: reward=0.1196 loss=1.6086 kl=1.2038
  Step 36: reward=0.1227 loss=6.3300 kl=0.3052
  Step 37: reward=0.1150 loss=1.5292 kl=0.4597
  Step 38: reward=0.1278 loss=0.9506 kl=0.4055
  Step 39: reward=0.1252 loss=1.8887 kl=1.0612
  Step 40: reward=0.1164 loss=1.7463 kl=1.3299
  Step 41: reward=0.1137 loss=8.2914 kl=0.3419
  Step 42: reward=0.1227 loss=7.1473 kl=0.2967
  Step 43: reward=0.1205 loss=2.0441 kl=1.4853
  Step 44: reward=0.1256 loss=2.5831 kl=0.2427
  Step 45: reward=0.1262 loss=1.0551 kl=0.4084
  Step 46: reward=0.1247 loss=2.1773 kl=1.1494
  Step 47: reward=0.1182 loss=2.2520 kl=1.7837
  Step 48: reward=0.1249 loss=2.8347 kl=0.2352
  Step 49: reward=0.1223 loss=1.1940 kl=0.7369
  Step 50: reward=0.1247 loss=2.0279 kl=-0.0302
  Eval reward=0.6017 toxicity=0.1710
RLHF PPO policy saved to RL/full_run_jonly/t5-small/ppo_policy
RLHF model saved to RL/full_run_jonly/t5-small/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:02<02:43,  2.69s/it]Generating test predictions:   3%|▎         | 2/62 [00:05<02:48,  2.81s/it]Generating test predictions:   5%|▍         | 3/62 [00:08<02:51,  2.91s/it]Generating test predictions:   6%|▋         | 4/62 [00:10<02:36,  2.69s/it]Generating test predictions:   8%|▊         | 5/62 [00:13<02:20,  2.47s/it]Generating test predictions:  10%|▉         | 6/62 [00:14<02:08,  2.29s/it]Generating test predictions:  11%|█▏        | 7/62 [00:17<02:06,  2.30s/it]Generating test predictions:  13%|█▎        | 8/62 [00:19<02:04,  2.31s/it]Generating test predictions:  15%|█▍        | 9/62 [00:21<01:55,  2.18s/it]Generating test predictions:  16%|█▌        | 10/62 [00:24<01:59,  2.30s/it]Generating test predictions:  18%|█▊        | 11/62 [00:26<01:54,  2.24s/it]Generating test predictions:  19%|█▉        | 12/62 [00:28<01:49,  2.18s/it]Generating test predictions:  21%|██        | 13/62 [00:30<01:45,  2.16s/it]Generating test predictions:  23%|██▎       | 14/62 [00:32<01:43,  2.15s/it]Generating test predictions:  24%|██▍       | 15/62 [00:34<01:35,  2.04s/it]Generating test predictions:  26%|██▌       | 16/62 [00:36<01:36,  2.10s/it]Generating test predictions:  27%|██▋       | 17/62 [00:38<01:31,  2.04s/it]Generating test predictions:  29%|██▉       | 18/62 [00:40<01:25,  1.93s/it]Generating test predictions:  31%|███       | 19/62 [00:41<01:20,  1.87s/it]Generating test predictions:  32%|███▏      | 20/62 [00:43<01:21,  1.94s/it]Generating test predictions:  34%|███▍      | 21/62 [00:45<01:20,  1.97s/it]Generating test predictions:  35%|███▌      | 22/62 [00:48<01:20,  2.01s/it]Generating test predictions:  37%|███▋      | 23/62 [00:50<01:24,  2.18s/it]Generating test predictions:  39%|███▊      | 24/62 [00:52<01:23,  2.19s/it]Generating test predictions:  40%|████      | 25/62 [00:54<01:19,  2.15s/it]Generating test predictions:  42%|████▏     | 26/62 [00:56<01:14,  2.07s/it]Generating test predictions:  44%|████▎     | 27/62 [00:59<01:14,  2.14s/it]Generating test predictions:  45%|████▌     | 28/62 [01:01<01:13,  2.15s/it]Generating test predictions:  47%|████▋     | 29/62 [01:03<01:08,  2.08s/it]Generating test predictions:  48%|████▊     | 30/62 [01:04<01:02,  1.96s/it]Generating test predictions:  50%|█████     | 31/62 [01:07<01:03,  2.06s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:09<01:02,  2.09s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:11<01:04,  2.24s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:13<01:00,  2.17s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:16<01:02,  2.31s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:19<01:01,  2.37s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:21<00:58,  2.35s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:23<00:53,  2.22s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:25<00:49,  2.16s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:27<00:47,  2.14s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:29<00:43,  2.07s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:31<00:42,  2.13s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:33<00:39,  2.09s/it]Generating test predictions:  71%|███████   | 44/62 [01:35<00:36,  2.06s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:37<00:34,  2.01s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:39<00:33,  2.07s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:41<00:28,  1.92s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:43<00:29,  2.11s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:45<00:27,  2.10s/it]Generating test predictions:  81%|████████  | 50/62 [01:48<00:25,  2.12s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:50<00:23,  2.12s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:52<00:20,  2.10s/it]Generating test predictions:  85%|████████▌ | 53/62 [01:54<00:18,  2.01s/it]Generating test predictions:  87%|████████▋ | 54/62 [01:56<00:16,  2.04s/it]Generating test predictions:  89%|████████▊ | 55/62 [01:58<00:14,  2.02s/it]Generating test predictions:  90%|█████████ | 56/62 [02:00<00:12,  2.11s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:02<00:10,  2.12s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:05<00:08,  2.24s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:06<00:06,  2.14s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:08<00:04,  2.03s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:11<00:02,  2.12s/it]Generating test predictions: 100%|██████████| 62/62 [02:12<00:00,  2.03s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Saved predictions to RL/full_run_jonly/t5-small/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:15,  1.94it/s]Batches:   6%|▋         | 2/31 [00:00<00:07,  3.67it/s]Batches:  13%|█▎        | 4/31 [00:00<00:04,  5.69it/s]Batches:  16%|█▌        | 5/31 [00:00<00:04,  6.40it/s]Batches:  23%|██▎       | 7/31 [00:01<00:02,  8.42it/s]Batches:  29%|██▉       | 9/31 [00:01<00:02,  9.60it/s]Batches:  35%|███▌      | 11/31 [00:01<00:01, 11.51it/s]Batches:  42%|████▏     | 13/31 [00:01<00:01, 12.35it/s]Batches:  48%|████▊     | 15/31 [00:01<00:01, 12.24it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:01, 13.86it/s]Batches:  61%|██████▏   | 19/31 [00:01<00:00, 14.56it/s]Batches:  68%|██████▊   | 21/31 [00:02<00:00, 15.31it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 15.78it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 15.91it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 16.40it/s]Batches:  97%|█████████▋| 30/31 [00:02<00:00, 17.87it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 11.92it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 12.23it/s]Batches:  13%|█▎        | 4/31 [00:00<00:02, 12.99it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 14.32it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 14.81it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 15.82it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 15.88it/s]Batches:  48%|████▊     | 15/31 [00:00<00:00, 17.51it/s]Batches:  58%|█████▊    | 18/31 [00:01<00:00, 18.62it/s]Batches:  68%|██████▊   | 21/31 [00:01<00:00, 19.85it/s]Batches:  77%|███████▋  | 24/31 [00:01<00:00, 19.69it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 19.58it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 21.73it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 18.47it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  57.02
STA :  0.868
SIM :  0.900
FL  :  0.686
J   :  0.536
Metrics written to RL/full_run_jonly/t5-small/metrics.txt
