Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-paraphrase/final_model
  Step 21: reward=0.1264 loss=2.7051 kl=1.4457
  Step 22: reward=0.1268 loss=4.8271 kl=0.5283
  Step 23: reward=0.1304 loss=1.8283 kl=0.2118
  Step 24: reward=0.1253 loss=0.6669 kl=0.2070
  Step 25: reward=0.1210 loss=15.3281 kl=0.0570
  Step 26: reward=0.1268 loss=4.2101 kl=0.0869
  Step 27: reward=0.1391 loss=0.8559 kl=0.5347
  Step 28: reward=0.1247 loss=4.8708 kl=0.8192
  Step 29: reward=0.1323 loss=1.0071 kl=0.6225
  Step 30: reward=0.1236 loss=8.0046 kl=-0.2487
  Step 31: reward=0.1286 loss=0.3559 kl=0.0158
  Step 32: reward=0.1259 loss=0.8116 kl=0.4549
  Step 33: reward=0.1430 loss=0.8373 kl=0.1445
  Step 34: reward=0.1295 loss=0.9471 kl=-0.1162
  Step 35: reward=0.1285 loss=1.3493 kl=-0.0169
  Step 36: reward=0.1295 loss=0.8313 kl=0.6412
  Step 37: reward=0.1125 loss=1.4982 kl=0.2201
  Step 38: reward=0.1274 loss=0.5062 kl=-0.2623
  Step 39: reward=0.1129 loss=1.8373 kl=0.1483
  Step 40: reward=0.1275 loss=3.2078 kl=-0.2147
  Step 41: reward=0.1260 loss=189.4034 kl=-0.7751
  Step 42: reward=0.1170 loss=11.4983 kl=0.2292
  Step 43: reward=0.1222 loss=0.6027 kl=0.2193
  Step 44: reward=0.1255 loss=11.0218 kl=-0.0006
  Step 45: reward=0.1279 loss=1.2007 kl=1.0690
  Step 46: reward=0.1268 loss=1.0306 kl=0.6730
  Step 47: reward=0.1206 loss=1.4161 kl=-0.5133
  Step 48: reward=0.1180 loss=1.8590 kl=0.8438
  Step 49: reward=0.1272 loss=0.4279 kl=0.0522
  Step 50: reward=0.1253 loss=0.8402 kl=0.1953
  Eval reward=0.6173 toxicity=0.0883
Epoch 10/10
  Step 01: reward=0.1291 loss=1.5028 kl=0.4086
  Step 02: reward=0.1243 loss=1.3846 kl=0.9676
  Step 03: reward=0.1230 loss=9.8371 kl=-0.7338
  Step 04: reward=0.1282 loss=1.8183 kl=1.1028
  Step 05: reward=0.1311 loss=3.0621 kl=1.3232
  Step 06: reward=0.1298 loss=1.4637 kl=-0.1144
  Step 07: reward=0.1277 loss=0.7934 kl=-0.3839
  Step 08: reward=0.1257 loss=1.0982 kl=0.7539
  Step 09: reward=0.1231 loss=1.8396 kl=1.2086
  Step 10: reward=0.1139 loss=1.6193 kl=1.0296
  Step 11: reward=0.1190 loss=1.3225 kl=0.1046
  Step 12: reward=0.1250 loss=1.2619 kl=0.4054
  Step 13: reward=0.1220 loss=1.3673 kl=0.0104
  Step 14: reward=0.1317 loss=1.2533 kl=-0.0474
  Step 15: reward=0.1243 loss=0.9647 kl=0.6346
  Step 16: reward=0.1237 loss=1.1820 kl=0.1719
  Step 17: reward=0.1330 loss=5.7249 kl=-0.0262
  Step 18: reward=0.1221 loss=0.9334 kl=0.4380
  Step 19: reward=0.1247 loss=1.0024 kl=0.5529
  Step 20: reward=0.1172 loss=0.9083 kl=0.3022
  Step 21: reward=0.1236 loss=0.3559 kl=0.0386
  Step 22: reward=0.1198 loss=1.1753 kl=0.0445
  Step 23: reward=0.1175 loss=0.8075 kl=0.4951
  Step 24: reward=0.1236 loss=1.6150 kl=0.9564
  Step 25: reward=0.1304 loss=0.7712 kl=0.4384
  Step 26: reward=0.1287 loss=1.6000 kl=0.9846
  Step 27: reward=0.1297 loss=1.1939 kl=-0.0410
  Step 28: reward=0.1263 loss=1.8091 kl=1.4504
  Step 29: reward=0.1251 loss=5.8428 kl=-0.2431
  Step 30: reward=0.1286 loss=1.0647 kl=0.1444
  Step 31: reward=0.1201 loss=1.3640 kl=0.5942
  Step 32: reward=0.1224 loss=2.2192 kl=0.5496
  Step 33: reward=0.1208 loss=2.3771 kl=-0.2648
  Step 34: reward=0.1545 loss=0.8806 kl=0.2042
  Step 35: reward=0.1251 loss=1.7555 kl=-0.2587
  Step 36: reward=0.1191 loss=1.6704 kl=1.1841
  Step 37: reward=0.1213 loss=1.4398 kl=0.9506
  Step 38: reward=0.1295 loss=2.1630 kl=0.9100
  Step 39: reward=0.1278 loss=180.8492 kl=0.1086
  Step 40: reward=0.1258 loss=0.9157 kl=0.3732
  Step 41: reward=0.1229 loss=5.0204 kl=0.6895
  Step 42: reward=0.1292 loss=2.1703 kl=0.8961
  Step 43: reward=0.1260 loss=1.8684 kl=0.9962
  Step 44: reward=0.1194 loss=10.4691 kl=0.4566
  Step 45: reward=0.1187 loss=1.4296 kl=0.4847
  Step 46: reward=0.1283 loss=1.2005 kl=0.6718
  Step 47: reward=0.1271 loss=1.6411 kl=1.2109
  Step 48: reward=0.1229 loss=0.9430 kl=0.3590
  Step 49: reward=0.1213 loss=0.7302 kl=0.0775
  Step 50: reward=0.1447 loss=1.5270 kl=0.7302
  Eval reward=0.6230 toxicity=0.0759
RLHF PPO policy saved to RL/full_run_jonly/bart-paraphrase/ppo_policy
RLHF model saved to RL/full_run_jonly/bart-paraphrase/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:03<03:36,  3.54s/it]Generating test predictions:   3%|▎         | 2/62 [00:05<02:42,  2.71s/it]Generating test predictions:   5%|▍         | 3/62 [00:08<02:35,  2.64s/it]Generating test predictions:   6%|▋         | 4/62 [00:10<02:30,  2.59s/it]Generating test predictions:   8%|▊         | 5/62 [00:12<02:16,  2.40s/it]Generating test predictions:  10%|▉         | 6/62 [00:14<02:06,  2.26s/it]Generating test predictions:  11%|█▏        | 7/62 [00:16<01:59,  2.17s/it]Generating test predictions:  13%|█▎        | 8/62 [00:18<01:53,  2.09s/it]Generating test predictions:  15%|█▍        | 9/62 [00:20<01:45,  1.99s/it]Generating test predictions:  16%|█▌        | 10/62 [00:24<02:17,  2.64s/it]Generating test predictions:  18%|█▊        | 11/62 [00:26<02:05,  2.46s/it]Generating test predictions:  19%|█▉        | 12/62 [00:28<01:55,  2.31s/it]Generating test predictions:  21%|██        | 13/62 [00:30<01:46,  2.17s/it]Generating test predictions:  23%|██▎       | 14/62 [00:32<01:41,  2.12s/it]Generating test predictions:  24%|██▍       | 15/62 [00:34<01:36,  2.05s/it]Generating test predictions:  26%|██▌       | 16/62 [00:36<01:31,  2.00s/it]Generating test predictions:  27%|██▋       | 17/62 [00:38<01:31,  2.02s/it]Generating test predictions:  29%|██▉       | 18/62 [00:40<01:25,  1.93s/it]Generating test predictions:  31%|███       | 19/62 [00:41<01:20,  1.87s/it]Generating test predictions:  32%|███▏      | 20/62 [00:43<01:20,  1.93s/it]Generating test predictions:  34%|███▍      | 21/62 [00:45<01:18,  1.90s/it]Generating test predictions:  35%|███▌      | 22/62 [00:47<01:16,  1.91s/it]Generating test predictions:  37%|███▋      | 23/62 [00:49<01:18,  2.00s/it]Generating test predictions:  39%|███▊      | 24/62 [00:51<01:15,  2.00s/it]Generating test predictions:  40%|████      | 25/62 [00:53<01:12,  1.96s/it]Generating test predictions:  42%|████▏     | 26/62 [00:55<01:07,  1.89s/it]Generating test predictions:  44%|████▎     | 27/62 [00:57<01:05,  1.88s/it]Generating test predictions:  45%|████▌     | 28/62 [00:59<01:04,  1.91s/it]Generating test predictions:  47%|████▋     | 29/62 [01:01<01:02,  1.88s/it]Generating test predictions:  48%|████▊     | 30/62 [01:03<01:01,  1.92s/it]Generating test predictions:  50%|█████     | 31/62 [01:04<00:59,  1.91s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:06<00:56,  1.88s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:08<00:55,  1.92s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:10<00:54,  1.95s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:13<00:56,  2.09s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:15<00:57,  2.21s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:17<00:53,  2.15s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:19<00:48,  2.03s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:21<00:45,  1.98s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:23<00:46,  2.13s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:25<00:44,  2.12s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:27<00:40,  2.05s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:29<00:39,  2.06s/it]Generating test predictions:  71%|███████   | 44/62 [01:31<00:36,  2.01s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:33<00:34,  2.04s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:36<00:33,  2.09s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:37<00:29,  1.94s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:39<00:28,  2.05s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:41<00:25,  1.99s/it]Generating test predictions:  81%|████████  | 50/62 [01:43<00:23,  1.98s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:45<00:21,  1.93s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:47<00:19,  2.00s/it]Generating test predictions:  85%|████████▌ | 53/62 [01:49<00:17,  1.92s/it]Generating test predictions:  87%|████████▋ | 54/62 [01:51<00:15,  1.92s/it]Generating test predictions:  89%|████████▊ | 55/62 [01:53<00:13,  1.86s/it]Generating test predictions:  90%|█████████ | 56/62 [01:55<00:11,  1.89s/it]Generating test predictions:  92%|█████████▏| 57/62 [01:57<00:09,  1.92s/it]Generating test predictions:  94%|█████████▎| 58/62 [01:59<00:07,  1.93s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:00<00:05,  1.91s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:02<00:03,  1.84s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:04<00:01,  1.88s/it]Generating test predictions: 100%|██████████| 62/62 [02:06<00:00,  1.91s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run_jonly/bart-paraphrase/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:07,  4.20it/s]Batches:   6%|▋         | 2/31 [00:00<00:04,  5.84it/s]Batches:  10%|▉         | 3/31 [00:00<00:04,  6.87it/s]Batches:  13%|█▎        | 4/31 [00:00<00:03,  7.03it/s]Batches:  16%|█▌        | 5/31 [00:00<00:03,  7.48it/s]Batches:  19%|█▉        | 6/31 [00:00<00:03,  7.58it/s]Batches:  26%|██▌       | 8/31 [00:00<00:02, 10.37it/s]Batches:  32%|███▏      | 10/31 [00:01<00:01, 11.62it/s]Batches:  39%|███▊      | 12/31 [00:01<00:01, 12.31it/s]Batches:  45%|████▌     | 14/31 [00:01<00:01,  9.98it/s]Batches:  52%|█████▏    | 16/31 [00:01<00:01, 11.08it/s]Batches:  58%|█████▊    | 18/31 [00:01<00:01, 12.38it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 13.36it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 15.11it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 15.19it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 15.82it/s]Batches:  97%|█████████▋| 30/31 [00:02<00:00, 16.16it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 12.07it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:01, 14.59it/s]Batches:  13%|█▎        | 4/31 [00:00<00:02, 13.17it/s]Batches:  19%|█▉        | 6/31 [00:00<00:02, 10.40it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 12.46it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 14.14it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 13.68it/s]Batches:  48%|████▊     | 15/31 [00:01<00:01, 15.99it/s]Batches:  58%|█████▊    | 18/31 [00:01<00:00, 17.89it/s]Batches:  68%|██████▊   | 21/31 [00:01<00:00, 19.36it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 18.93it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 19.70it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 21.83it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 17.24it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  56.59
STA :  0.944
SIM :  0.870
FL  :  0.753
J   :  0.618
Metrics written to RL/full_run_jonly/bart-paraphrase/metrics.txt
