Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/bart-base/final_model
  Step 20: reward=0.1203 loss=1.1046 kl=-0.0727
  Step 21: reward=0.1180 loss=1.0935 kl=0.7536
  Step 22: reward=0.1228 loss=0.6061 kl=0.2242
  Step 23: reward=0.1232 loss=0.9845 kl=0.7534
  Step 24: reward=0.1278 loss=1.1639 kl=0.4269
  Step 25: reward=0.1309 loss=0.5279 kl=0.2279
  Step 26: reward=0.1292 loss=0.4501 kl=0.1943
  Step 27: reward=0.1180 loss=0.9738 kl=0.3342
  Step 28: reward=0.1176 loss=4.5537 kl=-0.2013
  Step 29: reward=0.1274 loss=0.7532 kl=0.0434
  Step 30: reward=0.1235 loss=1.4386 kl=0.9482
  Step 31: reward=0.1213 loss=1.0546 kl=0.4669
  Step 32: reward=0.1297 loss=0.8224 kl=0.1317
  Step 33: reward=0.1265 loss=1.2789 kl=0.1796
  Step 34: reward=0.1165 loss=0.7393 kl=0.0074
  Step 35: reward=0.1260 loss=0.9588 kl=-0.3442
  Step 36: reward=0.1162 loss=0.5639 kl=0.0933
  Step 37: reward=0.1164 loss=1.5285 kl=-0.3296
  Step 38: reward=0.1254 loss=0.6875 kl=0.7353
  Step 39: reward=0.1217 loss=0.5215 kl=0.1006
  Step 40: reward=0.1209 loss=4.9233 kl=0.1956
  Step 41: reward=0.1267 loss=0.7208 kl=0.1003
  Step 42: reward=0.1277 loss=0.7160 kl=0.8433
  Step 43: reward=0.1217 loss=3.4892 kl=0.2905
  Step 44: reward=0.1349 loss=0.7929 kl=0.4420
  Step 45: reward=0.1240 loss=1.1370 kl=0.0976
  Step 46: reward=0.1227 loss=0.5453 kl=-0.0294
  Step 47: reward=0.1289 loss=0.6641 kl=-0.1500
  Step 48: reward=0.1174 loss=0.9074 kl=0.7307
  Step 49: reward=0.1301 loss=0.9500 kl=0.8173
  Step 50: reward=0.1341 loss=0.4110 kl=0.2770
  Eval reward=0.6146 toxicity=0.1022
Epoch 10/10
  Step 01: reward=0.1222 loss=0.8846 kl=0.2938
  Step 02: reward=0.1201 loss=0.9355 kl=1.1979
  Step 03: reward=0.1266 loss=0.8138 kl=1.0363
  Step 04: reward=0.1169 loss=0.9697 kl=0.9157
  Step 05: reward=0.1328 loss=3.7830 kl=0.4136
  Step 06: reward=0.1207 loss=0.9132 kl=0.7755
  Step 07: reward=0.1251 loss=0.7275 kl=-0.1815
  Step 08: reward=0.1220 loss=1.0827 kl=0.6543
  Step 09: reward=0.1049 loss=0.7952 kl=0.3631
  Step 10: reward=0.1210 loss=1.2658 kl=-0.1976
  Step 11: reward=0.1214 loss=0.4355 kl=-0.0434
  Step 12: reward=0.1230 loss=0.4821 kl=0.1182
  Step 13: reward=0.1143 loss=1.0735 kl=-0.0911
  Step 14: reward=0.1207 loss=2.3800 kl=0.3158
  Step 15: reward=0.1246 loss=0.7601 kl=0.4403
  Step 16: reward=0.1201 loss=0.8729 kl=1.1411
  Step 17: reward=0.1189 loss=1.2991 kl=0.7256
  Step 18: reward=0.1268 loss=0.5612 kl=0.2183
  Step 19: reward=0.1227 loss=0.7188 kl=0.3024
  Step 20: reward=0.1166 loss=0.8720 kl=0.8414
  Step 21: reward=0.1263 loss=0.3733 kl=0.0483
  Step 22: reward=0.1256 loss=10.3198 kl=0.1475
  Step 23: reward=0.1339 loss=0.6466 kl=0.5545
  Step 24: reward=0.1294 loss=0.5212 kl=-0.0159
  Step 25: reward=0.1164 loss=0.3646 kl=-0.0020
  Step 26: reward=0.1195 loss=0.6515 kl=0.5674
  Step 27: reward=0.1162 loss=1.3215 kl=0.6865
  Step 28: reward=0.1186 loss=0.9443 kl=0.5590
  Step 29: reward=0.1289 loss=0.8831 kl=0.0181
  Step 30: reward=0.1283 loss=0.4879 kl=-0.0146
  Step 31: reward=0.1360 loss=0.4016 kl=0.3958
  Step 32: reward=0.1264 loss=0.3409 kl=-0.1084
  Step 33: reward=0.1227 loss=0.8207 kl=1.0195
  Step 34: reward=0.1118 loss=1.0021 kl=0.3825
  Step 35: reward=0.1395 loss=0.5971 kl=0.4979
  Step 36: reward=0.1330 loss=15221.0273 kl=-0.7572
  Step 37: reward=0.1259 loss=1.4822 kl=-0.3316
  Step 38: reward=0.1242 loss=1.2993 kl=0.9108
  Step 39: reward=0.1229 loss=3.7117 kl=-0.6351
  Step 40: reward=0.1204 loss=1.7881 kl=0.0428
  Step 41: reward=0.1280 loss=1.0651 kl=0.6212
  Step 42: reward=0.1259 loss=0.9377 kl=0.3854
  Step 43: reward=0.1246 loss=0.3705 kl=-0.0039
  Step 44: reward=0.1270 loss=11.8810 kl=-0.1719
  Step 45: reward=0.1170 loss=0.7401 kl=0.5911
  Step 46: reward=0.1203 loss=0.3387 kl=0.1455
  Step 47: reward=0.1228 loss=0.8266 kl=0.0942
  Step 48: reward=0.1160 loss=1.1370 kl=1.1965
  Step 49: reward=0.1066 loss=0.8886 kl=0.8534
  Step 50: reward=0.1189 loss=1.2514 kl=0.8643
  Eval reward=0.6138 toxicity=0.1015
RLHF PPO policy saved to RL/full_run_jonly/bart-base/ppo_policy
RLHF model saved to RL/full_run_jonly/bart-base/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:02<02:47,  2.74s/it]Generating test predictions:   3%|▎         | 2/62 [00:04<02:13,  2.22s/it]Generating test predictions:   5%|▍         | 3/62 [00:06<02:01,  2.07s/it]Generating test predictions:   6%|▋         | 4/62 [00:08<01:58,  2.04s/it]Generating test predictions:   8%|▊         | 5/62 [00:10<01:46,  1.87s/it]Generating test predictions:  10%|▉         | 6/62 [00:11<01:38,  1.76s/it]Generating test predictions:  11%|█▏        | 7/62 [00:13<01:33,  1.70s/it]Generating test predictions:  13%|█▎        | 8/62 [00:14<01:29,  1.66s/it]Generating test predictions:  15%|█▍        | 9/62 [00:16<01:23,  1.58s/it]Generating test predictions:  16%|█▌        | 10/62 [00:18<01:30,  1.75s/it]Generating test predictions:  18%|█▊        | 11/62 [00:19<01:26,  1.69s/it]Generating test predictions:  19%|█▉        | 12/62 [00:21<01:25,  1.72s/it]Generating test predictions:  21%|██        | 13/62 [00:23<01:22,  1.67s/it]Generating test predictions:  23%|██▎       | 14/62 [00:24<01:21,  1.70s/it]Generating test predictions:  24%|██▍       | 15/62 [00:26<01:14,  1.59s/it]Generating test predictions:  26%|██▌       | 16/62 [00:27<01:11,  1.56s/it]Generating test predictions:  27%|██▋       | 17/62 [00:29<01:07,  1.51s/it]Generating test predictions:  29%|██▉       | 18/62 [00:30<01:06,  1.50s/it]Generating test predictions:  31%|███       | 19/62 [00:31<01:02,  1.46s/it]Generating test predictions:  32%|███▏      | 20/62 [00:33<01:05,  1.56s/it]Generating test predictions:  34%|███▍      | 21/62 [00:35<01:03,  1.55s/it]Generating test predictions:  35%|███▌      | 22/62 [00:36<01:02,  1.57s/it]Generating test predictions:  37%|███▋      | 23/62 [00:38<01:00,  1.56s/it]Generating test predictions:  39%|███▊      | 24/62 [00:40<01:02,  1.65s/it]Generating test predictions:  40%|████      | 25/62 [00:41<01:00,  1.63s/it]Generating test predictions:  42%|████▏     | 26/62 [00:43<00:56,  1.58s/it]Generating test predictions:  44%|████▎     | 27/62 [00:45<00:57,  1.64s/it]Generating test predictions:  45%|████▌     | 28/62 [00:46<00:55,  1.64s/it]Generating test predictions:  47%|████▋     | 29/62 [00:48<00:51,  1.58s/it]Generating test predictions:  48%|████▊     | 30/62 [00:49<00:50,  1.57s/it]Generating test predictions:  50%|█████     | 31/62 [00:51<00:47,  1.53s/it]Generating test predictions:  52%|█████▏    | 32/62 [00:52<00:48,  1.61s/it]Generating test predictions:  53%|█████▎    | 33/62 [00:54<00:47,  1.64s/it]Generating test predictions:  55%|█████▍    | 34/62 [00:56<00:45,  1.62s/it]Generating test predictions:  56%|█████▋    | 35/62 [00:58<00:46,  1.72s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:00<00:46,  1.77s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:01<00:43,  1.76s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:03<00:41,  1.72s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:04<00:37,  1.64s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:06<00:37,  1.72s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:08<00:35,  1.67s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:09<00:32,  1.62s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:11<00:31,  1.66s/it]Generating test predictions:  71%|███████   | 44/62 [01:13<00:29,  1.64s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:15<00:28,  1.70s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:16<00:27,  1.71s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:18<00:23,  1.57s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:20<00:23,  1.69s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:21<00:21,  1.66s/it]Generating test predictions:  81%|████████  | 50/62 [01:23<00:19,  1.61s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:24<00:17,  1.63s/it]Generating test predictions:  84%|████████▍ | 52/62 [01:26<00:16,  1.63s/it]Generating test predictions:  85%|████████▌ | 53/62 [01:27<00:14,  1.60s/it]Generating test predictions:  87%|████████▋ | 54/62 [01:29<00:12,  1.62s/it]Generating test predictions:  89%|████████▊ | 55/62 [01:31<00:11,  1.59s/it]Generating test predictions:  90%|█████████ | 56/62 [01:32<00:09,  1.57s/it]Generating test predictions:  92%|█████████▏| 57/62 [01:34<00:07,  1.60s/it]Generating test predictions:  94%|█████████▎| 58/62 [01:35<00:06,  1.61s/it]Generating test predictions:  95%|█████████▌| 59/62 [01:37<00:04,  1.57s/it]Generating test predictions:  97%|█████████▋| 60/62 [01:38<00:03,  1.56s/it]Generating test predictions:  98%|█████████▊| 61/62 [01:40<00:01,  1.55s/it]Generating test predictions: 100%|██████████| 62/62 [01:41<00:00,  1.49s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run_jonly/bart-base/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:00<00:15,  1.98it/s]Batches:   6%|▋         | 2/31 [00:00<00:10,  2.81it/s]Batches:  10%|▉         | 3/31 [00:00<00:06,  4.17it/s]Batches:  13%|█▎        | 4/31 [00:00<00:05,  5.30it/s]Batches:  16%|█▌        | 5/31 [00:01<00:04,  6.33it/s]Batches:  19%|█▉        | 6/31 [00:01<00:03,  7.23it/s]Batches:  26%|██▌       | 8/31 [00:01<00:02,  9.94it/s]Batches:  32%|███▏      | 10/31 [00:01<00:01, 11.07it/s]Batches:  39%|███▊      | 12/31 [00:01<00:01, 11.26it/s]Batches:  45%|████▌     | 14/31 [00:01<00:01, 12.25it/s]Batches:  52%|█████▏    | 16/31 [00:01<00:01, 12.94it/s]Batches:  58%|█████▊    | 18/31 [00:02<00:00, 13.95it/s]Batches:  65%|██████▍   | 20/31 [00:02<00:00, 14.92it/s]Batches:  74%|███████▍  | 23/31 [00:02<00:00, 16.45it/s]Batches:  81%|████████  | 25/31 [00:02<00:00, 16.79it/s]Batches:  87%|████████▋ | 27/31 [00:02<00:00, 17.11it/s]Batches:  97%|█████████▋| 30/31 [00:02<00:00, 18.31it/s]Batches: 100%|██████████| 31/31 [00:02<00:00, 11.47it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 13.50it/s]Batches:  13%|█▎        | 4/31 [00:00<00:01, 13.93it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 14.53it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 15.58it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 15.42it/s]Batches:  39%|███▊      | 12/31 [00:00<00:01, 16.64it/s]Batches:  45%|████▌     | 14/31 [00:00<00:00, 17.10it/s]Batches:  55%|█████▍    | 17/31 [00:01<00:00, 18.85it/s]Batches:  65%|██████▍   | 20/31 [00:01<00:00, 20.11it/s]Batches:  74%|███████▍  | 23/31 [00:01<00:00, 20.96it/s]Batches:  84%|████████▍ | 26/31 [00:01<00:00, 21.03it/s]Batches:  94%|█████████▎| 29/31 [00:01<00:00, 22.82it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 19.23it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  57.65
STA :  0.927
SIM :  0.882
FL  :  0.747
J   :  0.611
Metrics written to RL/full_run_jonly/bart-base/metrics.txt
