Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Using device: mps
Loading policy initialization from TRAIN/mvp/final_model
  Step 21: reward=0.1300 loss=1.3801 kl=0.0959
  Step 22: reward=0.1252 loss=0.6651 kl=-0.0646
  Step 23: reward=0.1295 loss=0.8471 kl=0.3341
  Step 24: reward=0.1237 loss=1.7171 kl=0.4595
  Step 25: reward=0.1336 loss=3.7288 kl=0.2216
  Step 26: reward=0.1199 loss=1.6710 kl=1.1206
  Step 27: reward=0.1415 loss=0.7893 kl=-0.2142
  Step 28: reward=0.1270 loss=0.7656 kl=0.4873
  Step 29: reward=0.1300 loss=1.4559 kl=1.1220
  Step 30: reward=0.1279 loss=10.8472 kl=-0.1330
  Step 31: reward=0.1283 loss=1.4704 kl=0.9815
  Step 32: reward=0.1279 loss=2.0866 kl=0.3755
  Step 33: reward=0.1284 loss=2.3141 kl=1.8321
  Step 34: reward=0.1311 loss=0.5077 kl=0.1852
  Step 35: reward=0.1497 loss=0.6110 kl=0.2168
  Step 36: reward=0.1325 loss=1.2464 kl=0.2910
  Step 37: reward=0.1172 loss=2.0492 kl=1.5961
  Step 38: reward=0.1191 loss=1.1814 kl=0.4407
  Step 39: reward=0.1259 loss=1.9401 kl=0.6536
  Step 40: reward=0.1296 loss=1.3433 kl=-0.2253
  Step 41: reward=0.1242 loss=0.8149 kl=0.1943
  Step 42: reward=0.1198 loss=2.7777 kl=0.6250
  Step 43: reward=0.1201 loss=0.6311 kl=0.0561
  Step 44: reward=0.1250 loss=1.2606 kl=0.4071
  Step 45: reward=0.1222 loss=1.3509 kl=0.3883
  Step 46: reward=0.1254 loss=1.2881 kl=0.7172
  Step 47: reward=0.1192 loss=1.1075 kl=0.0870
  Step 48: reward=0.1210 loss=1.3325 kl=0.6227
  Step 49: reward=0.1407 loss=2.1912 kl=-0.0884
  Step 50: reward=0.1246 loss=0.4848 kl=0.1040
  Eval reward=0.6129 toxicity=0.0891
Epoch 10/10
  Step 01: reward=0.1311 loss=0.7445 kl=0.3718
  Step 02: reward=0.1252 loss=1.0541 kl=-0.2489
  Step 03: reward=0.1301 loss=7.3815 kl=0.0355
  Step 04: reward=0.1284 loss=1.6096 kl=1.3602
  Step 05: reward=0.1275 loss=0.6330 kl=0.2152
  Step 06: reward=0.1566 loss=1.3150 kl=0.5847
  Step 07: reward=0.1249 loss=3.4825 kl=0.0201
  Step 08: reward=0.1267 loss=0.8196 kl=-0.0903
  Step 09: reward=0.1212 loss=1.5808 kl=1.3808
  Step 10: reward=0.1102 loss=0.9180 kl=0.3992
  Step 11: reward=0.1168 loss=0.5772 kl=-0.0359
  Step 12: reward=0.1281 loss=0.7822 kl=0.3049
  Step 13: reward=0.1289 loss=0.6004 kl=0.1315
  Step 14: reward=0.1249 loss=0.8973 kl=0.6623
  Step 15: reward=0.1289 loss=1.1112 kl=0.5928
  Step 16: reward=0.1231 loss=11.8182 kl=0.3319
  Step 17: reward=0.1303 loss=2.1073 kl=0.9154
  Step 18: reward=0.1211 loss=1.9518 kl=1.2365
  Step 19: reward=0.1280 loss=1.9007 kl=0.2493
  Step 20: reward=0.1154 loss=4.2261 kl=0.7968
  Step 21: reward=0.1215 loss=1.5267 kl=1.1153
  Step 22: reward=0.1200 loss=0.5284 kl=0.1478
  Step 23: reward=0.1152 loss=1.5111 kl=1.0605
  Step 24: reward=0.1272 loss=1.3889 kl=0.7223
  Step 25: reward=0.1292 loss=1.7451 kl=-0.6797
  Step 26: reward=0.1217 loss=1.6651 kl=0.8963
  Step 27: reward=0.1322 loss=2.2212 kl=0.3956
  Step 28: reward=0.1290 loss=1.2829 kl=0.1639
  Step 29: reward=0.1289 loss=1.2086 kl=0.6656
  Step 30: reward=0.1282 loss=2.3244 kl=0.8984
  Step 31: reward=0.1241 loss=1.4142 kl=0.7263
  Step 32: reward=0.1225 loss=1.7702 kl=-0.4155
  Step 33: reward=0.1216 loss=0.8872 kl=-0.2299
  Step 34: reward=0.1703 loss=1.5985 kl=1.2480
  Step 35: reward=0.1405 loss=0.7569 kl=-0.1628
  Step 36: reward=0.1200 loss=1.0704 kl=0.5085
  Step 37: reward=0.1240 loss=0.7212 kl=0.1714
  Step 38: reward=0.1238 loss=1.4075 kl=0.9076
  Step 39: reward=0.1261 loss=1.5603 kl=-0.7749
  Step 40: reward=0.1219 loss=0.6121 kl=-0.2139
  Step 41: reward=0.1289 loss=1.5997 kl=0.3239
  Step 42: reward=0.1290 loss=0.7421 kl=0.2216
  Step 43: reward=0.1276 loss=1.1459 kl=0.4815
  Step 44: reward=0.1230 loss=1.8246 kl=1.1251
  Step 45: reward=0.1177 loss=1.0048 kl=0.6435
  Step 46: reward=0.1297 loss=2.9436 kl=-0.0625
  Step 47: reward=0.1238 loss=0.6558 kl=-0.0580
  Step 48: reward=0.1276 loss=0.7383 kl=0.1300
  Step 49: reward=0.1152 loss=1.2519 kl=-0.4958
  Step 50: reward=0.1425 loss=1.5062 kl=0.2890
  Eval reward=0.6162 toxicity=0.0862
RLHF PPO policy saved to RL/full_run_jonly/mvp/ppo_policy
RLHF model saved to RL/full_run_jonly/mvp/final_model
Running inference over held-out set...
Generating test predictions:   0%|          | 0/62 [00:00<?, ?it/s]Generating test predictions:   2%|▏         | 1/62 [00:03<03:50,  3.78s/it]Generating test predictions:   3%|▎         | 2/62 [00:05<02:45,  2.76s/it]Generating test predictions:   5%|▍         | 3/62 [00:08<02:33,  2.61s/it]Generating test predictions:   6%|▋         | 4/62 [00:11<02:44,  2.84s/it]Generating test predictions:   8%|▊         | 5/62 [00:13<02:31,  2.67s/it]Generating test predictions:  10%|▉         | 6/62 [00:16<02:31,  2.70s/it]Generating test predictions:  11%|█▏        | 7/62 [00:19<02:27,  2.69s/it]Generating test predictions:  13%|█▎        | 8/62 [00:21<02:23,  2.66s/it]Generating test predictions:  15%|█▍        | 9/62 [00:24<02:13,  2.51s/it]Generating test predictions:  16%|█▌        | 10/62 [00:26<02:07,  2.46s/it]Generating test predictions:  18%|█▊        | 11/62 [00:28<02:07,  2.49s/it]Generating test predictions:  19%|█▉        | 12/62 [00:31<02:10,  2.62s/it]Generating test predictions:  21%|██        | 13/62 [00:34<02:04,  2.53s/it]Generating test predictions:  23%|██▎       | 14/62 [00:36<01:54,  2.38s/it]Generating test predictions:  24%|██▍       | 15/62 [00:38<01:44,  2.23s/it]Generating test predictions:  26%|██▌       | 16/62 [00:40<01:44,  2.27s/it]Generating test predictions:  27%|██▋       | 17/62 [00:42<01:38,  2.19s/it]Generating test predictions:  29%|██▉       | 18/62 [00:44<01:33,  2.13s/it]Generating test predictions:  31%|███       | 19/62 [00:46<01:27,  2.03s/it]Generating test predictions:  32%|███▏      | 20/62 [00:48<01:27,  2.08s/it]Generating test predictions:  34%|███▍      | 21/62 [00:50<01:23,  2.04s/it]Generating test predictions:  35%|███▌      | 22/62 [00:52<01:23,  2.10s/it]Generating test predictions:  37%|███▋      | 23/62 [00:54<01:21,  2.10s/it]Generating test predictions:  39%|███▊      | 24/62 [00:57<01:22,  2.18s/it]Generating test predictions:  40%|████      | 25/62 [00:59<01:19,  2.15s/it]Generating test predictions:  42%|████▏     | 26/62 [01:01<01:19,  2.21s/it]Generating test predictions:  44%|████▎     | 27/62 [01:03<01:19,  2.26s/it]Generating test predictions:  45%|████▌     | 28/62 [01:06<01:17,  2.28s/it]Generating test predictions:  47%|████▋     | 29/62 [01:08<01:14,  2.27s/it]Generating test predictions:  48%|████▊     | 30/62 [01:10<01:11,  2.23s/it]Generating test predictions:  50%|█████     | 31/62 [01:12<01:08,  2.22s/it]Generating test predictions:  52%|█████▏    | 32/62 [01:15<01:07,  2.24s/it]Generating test predictions:  53%|█████▎    | 33/62 [01:17<01:05,  2.26s/it]Generating test predictions:  55%|█████▍    | 34/62 [01:19<01:01,  2.18s/it]Generating test predictions:  56%|█████▋    | 35/62 [01:21<01:01,  2.30s/it]Generating test predictions:  58%|█████▊    | 36/62 [01:24<01:02,  2.41s/it]Generating test predictions:  60%|█████▉    | 37/62 [01:26<00:58,  2.33s/it]Generating test predictions:  61%|██████▏   | 38/62 [01:28<00:54,  2.29s/it]Generating test predictions:  63%|██████▎   | 39/62 [01:30<00:50,  2.19s/it]Generating test predictions:  65%|██████▍   | 40/62 [01:33<00:52,  2.37s/it]Generating test predictions:  66%|██████▌   | 41/62 [01:35<00:47,  2.28s/it]Generating test predictions:  68%|██████▊   | 42/62 [01:37<00:45,  2.26s/it]Generating test predictions:  69%|██████▉   | 43/62 [01:40<00:43,  2.29s/it]Generating test predictions:  71%|███████   | 44/62 [01:42<00:41,  2.28s/it]Generating test predictions:  73%|███████▎  | 45/62 [01:44<00:38,  2.26s/it]Generating test predictions:  74%|███████▍  | 46/62 [01:47<00:36,  2.26s/it]Generating test predictions:  76%|███████▌  | 47/62 [01:48<00:31,  2.08s/it]Generating test predictions:  77%|███████▋  | 48/62 [01:50<00:29,  2.08s/it]Generating test predictions:  79%|███████▉  | 49/62 [01:52<00:26,  2.04s/it]Generating test predictions:  81%|████████  | 50/62 [01:54<00:24,  2.05s/it]Generating test predictions:  82%|████████▏ | 51/62 [01:57<00:23,  2.18s/it]Generating test predictions:  84%|████████▍ | 52/62 [02:00<00:23,  2.39s/it]Generating test predictions:  85%|████████▌ | 53/62 [02:02<00:21,  2.44s/it]Generating test predictions:  87%|████████▋ | 54/62 [02:05<00:19,  2.38s/it]Generating test predictions:  89%|████████▊ | 55/62 [02:07<00:16,  2.31s/it]Generating test predictions:  90%|█████████ | 56/62 [02:09<00:14,  2.37s/it]Generating test predictions:  92%|█████████▏| 57/62 [02:12<00:11,  2.39s/it]Generating test predictions:  94%|█████████▎| 58/62 [02:14<00:09,  2.31s/it]Generating test predictions:  95%|█████████▌| 59/62 [02:16<00:06,  2.28s/it]Generating test predictions:  97%|█████████▋| 60/62 [02:18<00:04,  2.20s/it]Generating test predictions:  98%|█████████▊| 61/62 [02:20<00:02,  2.20s/it]Generating test predictions: 100%|██████████| 62/62 [02:24<00:00,  2.78s/it]                                                                            Some weights of the model checkpoint at SkolkovoInstitute/roberta_toxicity_classifier were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of the model checkpoint at textattack/roberta-base-CoLA were not used when initializing RobertaForSequenceClassification: ['roberta.pooler.dense.bias', 'roberta.pooler.dense.weight']
- This IS expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing RobertaForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
That's 100 lines that end in a tokenized period ('.')
It looks like you forgot to detokenize your test data, which may hurt your score.
If you insist your data is detokenized, or don't care, you can suppress this message with the `force` parameter.
Saved predictions to RL/full_run_jonly/mvp/test_results.tsv
Computing ParaDetox metrics...
Loaded 1973 examples with model outputs.
Using device: cpu

Computing BLEU...
Computing Style Accuracy (STA)...
Computing Content Preservation (SIM)...
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   3%|▎         | 1/31 [00:01<00:45,  1.51s/it]Batches:   6%|▋         | 2/31 [00:01<00:20,  1.40it/s]Batches:  10%|▉         | 3/31 [00:01<00:12,  2.16it/s]Batches:  13%|█▎        | 4/31 [00:01<00:09,  2.90it/s]Batches:  16%|█▌        | 5/31 [00:02<00:07,  3.69it/s]Batches:  19%|█▉        | 6/31 [00:02<00:05,  4.46it/s]Batches:  26%|██▌       | 8/31 [00:02<00:03,  6.96it/s]Batches:  29%|██▉       | 9/31 [00:02<00:03,  5.55it/s]Batches:  35%|███▌      | 11/31 [00:02<00:02,  7.78it/s]Batches:  42%|████▏     | 13/31 [00:03<00:02,  7.00it/s]Batches:  48%|████▊     | 15/31 [00:03<00:03,  5.30it/s]Batches:  55%|█████▍    | 17/31 [00:03<00:02,  6.95it/s]Batches:  61%|██████▏   | 19/31 [00:04<00:01,  6.05it/s]Batches:  65%|██████▍   | 20/31 [00:04<00:01,  6.15it/s]Batches:  74%|███████▍  | 23/31 [00:04<00:01,  6.82it/s]Batches:  77%|███████▋  | 24/31 [00:05<00:01,  5.84it/s]Batches:  84%|████████▍ | 26/31 [00:05<00:00,  6.70it/s]Batches:  94%|█████████▎| 29/31 [00:05<00:00,  9.61it/s]Batches: 100%|██████████| 31/31 [00:05<00:00, 10.57it/s]Batches: 100%|██████████| 31/31 [00:05<00:00,  5.64it/s]
Batches:   0%|          | 0/31 [00:00<?, ?it/s]Batches:   6%|▋         | 2/31 [00:00<00:02, 14.33it/s]Batches:  13%|█▎        | 4/31 [00:00<00:01, 13.82it/s]Batches:  19%|█▉        | 6/31 [00:00<00:01, 14.84it/s]Batches:  26%|██▌       | 8/31 [00:00<00:01, 13.20it/s]Batches:  32%|███▏      | 10/31 [00:00<00:01, 13.96it/s]Batches:  42%|████▏     | 13/31 [00:00<00:01, 16.37it/s]Batches:  52%|█████▏    | 16/31 [00:00<00:00, 18.09it/s]Batches:  61%|██████▏   | 19/31 [00:01<00:00, 19.61it/s]Batches:  71%|███████   | 22/31 [00:01<00:00, 20.61it/s]Batches:  81%|████████  | 25/31 [00:01<00:00, 16.80it/s]Batches:  90%|█████████ | 28/31 [00:01<00:00, 18.93it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 18.66it/s]Batches: 100%|██████████| 31/31 [00:01<00:00, 17.36it/s]
Computing Fluency (FL)...

=== ParaDetox-style Metrics ===
BLEU:  57.11
STA :  0.948
SIM :  0.854
FL  :  0.770
J   :  0.623
Metrics written to RL/full_run_jonly/mvp/metrics.txt
